# Recovery of a sinusoidal phase imprinted by a light shift, one run per injected frequency
# From Baynham et al., arXiv:2504.09158, doi:10.5281/zenodo.19592552 (CC BY 4.0), Fig. 5a
# Sources: data_analysis/data/intermediate_data/signal_fitting_results_by_frequency.csv (final iteration), and data_analysis/data/precomputed_true_signals/signal_extraction_*.npz, reduced as 'data_analysis/figures/Figure 5a.ipynb' does
# Columns: injected_hz, the run's nominal frequency; curve, 'fit' for the likelihood of a sinusoid fitted to the differential phase
#   (logL above its minimum) or 'true' for the periodogram of the light-shift drive; f_hz, trial frequency; value, normalised to unit peak
injected_hz,curve,f_hz,value
0.003,fit,0.003005348443803535,0.785065
0.003,fit,0.00300551631819124,0.773558
0.003,fit,0.003005684201956161,0.761858
0.003,fit,0.003005852095098825,0.749975
0.003,fit,0.0030060199976197585,0.737919
0.003,fit,0.003006187909519479,0.725702
0.003,fit,0.003006355830798514,0.713334
0.003,fit,0.0030065237614573894,0.700826
0.003,fit,0.0030066917014966244,0.688188
0.003,fit,0.0030068596509167486,0.675432
0.003,fit,0.0030070276097182796,0.662568
0.003,fit,0.003007195577901745,0.649607
0.003,fit,0.003007363555467671,0.63656
0.003,fit,0.0030075315424165764,0.623438
0.003,fit,0.0030076995387489916,0.610252
0.003,fit,0.0030078675444654337,0.597013
0.003,fit,0.0030080355595664306,0.583732
0.003,fit,0.0030082035840525096,0.57042
0.003,fit,0.0030083716179241885,0.557087
0.003,fit,0.0030085396611819947,0.543744
0.003,fit,0.003008707713826456,0.530401
0.003,fit,0.00300887577585809,0.517071
0.003,fit,0.0030090438472774273,0.503761
0.003,fit,0.003009211928084987,0.490485
0.003,fit,0.0030093800182812947,0.47725
0.003,fit,0.00300954811786688,0.464068
0.003,fit,0.0030097162268422598,0.450948
0.003,fit,0.0030098843452079625,0.4379
0.003,fit,0.003010052472964515,0.424934
0.003,fit,0.0030102206101124363,0.412059
0.003,fit,0.0030103887566522566,0.399284
0.003,fit,0.003010556912584495,0.386619
0.003,fit,0.003010725077909679,0.374072
0.003,fit,0.003010893252628336,0.361651
0.003,fit,0.003011061436740985,0.349366
0.003,fit,0.0030112296302481534,0.337223
0.003,fit,0.0030113978331503697,0.325232
0.003,fit,0.0030115660454481516,0.313399
0.003,fit,0.003011734267142031,0.301732
0.003,fit,0.003011902498232526,0.290237
0.003,fit,0.003012070738720165,0.278923
0.003,fit,0.0030122389886054752,0.267794
0.003,fit,0.003012407247888976,0.256857
0.003,fit,0.0030125755165711955,0.246119
0.003,fit,0.003012743794652662,0.235584
0.003,fit,0.0030129120821338934,0.225257
0.003,fit,0.003013080379015422,0.215145
0.003,fit,0.0030132486852977656,0.205251
0.003,fit,0.0030134170009814536,0.195579
0.003,fit,0.0030135853260670137,0.186134
0.003,fit,0.0030137536605549646,0.176919
0.003,fit,0.0030139220044458383,0.167937
0.003,fit,0.003014090357740153,0.159192
0.003,fit,0.003014258720438438,0.150686
0.003,fit,0.0030144270925412213,0.142421
0.003,fit,0.0030145954740490215,0.1344
0.003,fit,0.003014763864962368,0.126623
0.003,fit,0.003014932265281789,0.119093
0.003,fit,0.003015100675007803,0.11181
0.003,fit,0.003015269094140942,0.104775
0.003,fit,0.0030154375226817257,0.0979879
0.003,fit,0.003015605960630683,0.0914497
0.003,fit,0.003015774407988341,0.0851596
0.003,fit,0.0030159428647552207,0.0791172
0.003,fit,0.0030161113309318498,0.0733217
0.003,fit,0.0030162798065187573,0.0677718
0.003,fit,0.0030164482915164626,0.0624663
0.003,fit,0.0030166167859254976,0.0574035
0.003,fit,0.003016785289746382,0.0525813
0.003,fit,0.0030169538029796443,0.0479977
0.003,fit,0.0030171223256258138,0.04365
0.003,fit,0.0030172908576854094,0.0395357
0.003,fit,0.0030174593991589608,0.0356518
0.003,fit,0.0030176279500469965,0.0319951
0.003,fit,0.003017796510350036,0.0285621
0.003,fit,0.003017965080068612,0.0253494
0.003,fit,0.0030181336592032437,0.022353
0.003,fit,0.0030183022477544607,0.0195689
0.003,fit,0.0030184708457227914,0.0169929
0.003,fit,0.0030186394531087563,0.0146206
0.003,fit,0.003018808069912884,0.0124476
0.003,fit,0.003018976696135704,0.010469
0.003,fit,0.0030191453317777363,0.00867994
0.003,fit,0.003019313976839513,0.00707549
0.003,fit,0.003019482631321554,0.00565049
0.003,fit,0.003019651295224389,0.00439967
0.003,fit,0.003019819968548547,0.00331766
0.003,fit,0.003019988651294548,0.00239898
0.003,fit,0.003020157343462925,0.00163806
0.003,fit,0.0030203260450541976,0.00102927
0.003,fit,0.0030204947560688957,0.000566879
0.003,fit,0.003020663476507548,0.0002451
0.003,fit,0.0030208322063706755,5.81002e-05
0.003,fit,0.0030210009456588076,0
0.003,fit,0.0030211696943724733,6.48867e-05
0.003,fit,0.0030213384525121937,0.000246824
0.003,fit,0.003021507220078501,0.00053986
0.003,fit,0.0030216759970719156,0.000938039
0.003,fit,0.0030218447834929676,0.00143541
0.003,fit,0.0030220135793421862,0.00202603
0.003,fit,0.003022182384620092,0.00270399
0.003,fit,0.003022351199327215,0.0034634
0.003,fit,0.0030225200234640843,0.00429841
0.003,fit,0.0030226888570312215,0.00520323
0.003,fit,0.0030228577000291587,0.00617211
0.003,fit,0.003023026552458417,0.00719938
0.003,fit,0.003023195414319526,0.00827944
0.003,fit,0.0030233642856130156,0.00940675
0.003,fit,0.0030235331663394068,0.0105759
0.003,fit,0.0030237020564992294,0.0117815
0.003,fit,0.003023870956093014,0.0130183
0.003,fit,0.0030240398651212802,0.0142812
0.003,fit,0.0030242087835845623,0.0155652
0.003,fit,0.0030243777114833804,0.0168653
0.003,fit,0.0030245466488182647,0.0181768
0.003,fit,0.0030247155955897462,0.0194951
0.003,fit,0.0030248845517983447,0.0208155
0.003,fit,0.0030250535174445913,0.0221338
0.003,fit,0.003025222492529016,0.0234457
0.003,fit,0.0030253914770521396,0.0247471
0.003,fit,0.0030255604710144957,0.0260341
0.003,fit,0.0030257294744166054,0.027303
0.003,fit,0.003025898487258999,0.02855
0.003,fit,0.003026067509542207,0.0297718
0.003,fit,0.0030262365412667505,0.0309651
0.003,fit,0.003026405582433163,0.0321267
0.003,fit,0.003026574633041966,0.0332536
0.003,fit,0.00302674369309369,0.0343432
0.003,fit,0.0030269127625888645,0.0353927
0.003,fit,0.0030270818415280127,0.0363998
0.003,fit,0.0030272509299116637,0.0373621
0.003,fit,0.003027420027740349,0.0382776
0.003,fit,0.003027589135014589,0.0391444
0.003,fit,0.003027758251734919,0.0399606
0.003,fit,0.0030279273779018592,0.0407247
0.003,fit,0.0030280965135159412,0.0414353
0.003,fit,0.003028265658577695,0.0420912
0.003,fit,0.0030284348130876428,0.0426912
0.003,fit,0.003028603977046315,0.0432345
0.003,fit,0.0030287731504542426,0.0437204
0.003,fit,0.0030289423333119477,0.0441482
0.003,fit,0.0030291115256199635,0.0445175
0.003,fit,0.0030292807273788126,0.0448281
0.003,fit,0.0030294499385890255,0.0450799
0.003,fit,0.003029619159251133,0.0452729
0.003,fit,0.003029788389365657,0.0454072
0.003,fit,0.0030299576289331293,0.0454834
0.003,fit,0.0030301268779540807,0.0455017
0.003,fit,0.003030296136429032,0.0454628
0.003,fit,0.003030465404358519,0.0453676
0.003,fit,0.003030634681743063,0.0452167
0.003,fit,0.003030803968583195,0.0450113
0.003,fit,0.0030309732648794462,0.0447525
0.003,fit,0.003031142570632339,0.0444414
0.003,fit,0.0030313118858424047,0.0440794
0.003,fit,0.0030314812105101748,0.043668
0.003,fit,0.0030316505446361707,0.0432087
0.003,fit,0.0030318198882209276,0.042703
0.003,fit,0.0030319892412649678,0.0421527
0.003,fit,0.003032158603768822,0.0415597
0.003,fit,0.003032327975733022,0.0409257
0.003,fit,0.0030324973571580907,0.0402528
0.003,fit,0.003032666748044562,0.0395428
0.003,fit,0.0030328361483929586,0.0387979
0.003,fit,0.003033005558203812,0.0380202
0.003,fit,0.0030331749774776535,0.0372119
0.003,fit,0.003033344406215006,0.0363751
0.003,fit,0.003033513844416401,0.035512
0.003,fit,0.0030336832920823706,0.034625
0.003,fit,0.0030338527492134366,0.0337163
0.003,fit,0.0030340222158101345,0.0327882
0.003,fit,0.0030341916918729863,0.0318431
0.003,fit,0.0030343611774025243,0.0308832
0.003,fit,0.0030345306723992805,0.0299109
0.003,fit,0.003034700176863777,0.0289285
0.003,fit,0.0030348696907965466,0.0279383
0.003,fit,0.0030350392141981204,0.0269426
0.003,fit,0.0030352087470690214,0.0259437
0.003,fit,0.003035378289409785,0.0249438
0.003,fit,0.003035547841220933,0.0239451
0.003,fit,0.003035717402502999,0.0229499
0.003,fit,0.0030358869732565142,0.0219602
0.003,fit,0.003036056553482002,0.0209782
0.003,fit,0.003036226143179994,0.020006
0.003,fit,0.0030363957423510226,0.0190455
0.003,fit,0.003036565350995611,0.0180987
0.003,fit,0.003036734969114294,0.0171675
0.003,fit,0.0030369045967075957,0.0162537
0.003,fit,0.003037074233776047,0.015359
0.003,fit,0.0030372438803201816,0.0144853
0.003,fit,0.0030374135363405216,0.0136341
0.003,fit,0.0030375832018376,0.012807
0.003,fit,0.0030377528768119493,0.0120054
0.003,fit,0.0030379225612640923,0.0112308
0.003,fit,0.0030380922551945647,0.0104844
0.003,fit,0.0030382619586038903,0.00976761
0.003,fit,0.0030384316714926005,0.00908148
0.003,fit,0.0030386013938612294,0.00842711
0.003,fit,0.003038771125710299,0.00780549
0.003,fit,0.0030389408670403457,0.00721752
0.003,fit,0.003039110617851893,0.00666402
0.003,fit,0.0030392803781454734,0.00614572
0.003,fit,0.00303945014792162,0.00566325
0.003,fit,0.0030396199271808554,0.00521716
0.003,fit,0.0030397897159237133,0.00480793
0.003,fit,0.003039959514150726,0.00443591
0.003,fit,0.0030401293218624177,0.00410141
0.003,fit,0.0030402991390593237,0.00380461
0.003,fit,0.003040468965741968,0.00354563
0.003,fit,0.0030406388019108836,0.00332451
0.003,fit,0.003040808647566603,0.00314118
0.003,fit,0.0030409785027096506,0.0029955
0.003,fit,0.0030411483673405595,0.00288725
0.003,fit,0.003041318241459862,0.00281614
0.003,fit,0.0030414881250680824,0.00278178
0.003,fit,0.0030416580181657567,0.00278371
0.003,fit,0.0030418279207534093,0.00282141
0.003,fit,0.0030419978328315726,0.00289428
0.003,fit,0.0030421677544007807,0.00300164
0.003,fit,0.003042337685461557,0.00314275
0.003,fit,0.0030425076260144346,0.00331682
0.003,fit,0.0030426775760599473,0.00352297
0.003,fit,0.003042847535598619,0.00376028
0.003,fit,0.003043017504630986,0.00402777
0.003,fit,0.0030431874831575727,0.0043244
0.003,fit,0.0030433574711789123,0.0046491
0.003,fit,0.0030435274686955384,0.00500072
0.003,fit,0.0030436974757079753,0.00537809
0.003,fit,0.003043867492216756,0.00577999
0.003,fit,0.003044037518222415,0.00620516
0.003,fit,0.0030442075537254754,0.00665233
0.003,fit,0.0030443775987264747,0.00712015
0.003,fit,0.0030445476532259368,0.00760729
0.003,fit,0.003044717717224396,0.00811237
0.003,fit,0.003044887790722385,0.008634
0.003,fit,0.0030450578737204297,0.00917076
0.003,fit,0.0030452279662190654,0.00972123
0.003,fit,0.0030453980682188177,0.010284
0.003,fit,0.00304556817972022,0.0108575
0.003,fit,0.0030457383007238058,0.0114404
0.003,fit,0.0030459084312301,0.0120313
0.003,fit,0.003046078571239637,0.0126286
0.003,fit,0.00304624872075295,0.0132309
0.003,fit,0.003046418879770564,0.0138369
0.003,fit,0.003046589048293016,0.014445
0.003,fit,0.0030467592263208306,0.0150538
0.003,fit,0.0030469294138545425,0.015662
0.003,fit,0.003047099610894685,0.0162682
0.003,fit,0.003047269817441783,0.016871
0.003,fit,0.0030474400334963713,0.0174691
0.003,fit,0.0030476102590589835,0.0180613
0.003,fit,0.0030477804941301443,0.0186462
0.003,fit,0.0030479507387103917,0.0192226
0.003,fit,0.0030481209928002505,0.0197893
0.003,fit,0.0030482912564002546,0.0203451
0.003,fit,0.0030484615295109387,0.020889
0.003,fit,0.0030486318121328276,0.0214199
0.003,fit,0.003048802104266456,0.0219366
0.003,fit,0.0030489724059123576,0.0224382
0.003,fit,0.0030491427170710583,0.0229238
0.003,fit,0.0030493130377430957,0.0233925
0.003,fit,0.0030494833679289945,0.0238434
0.003,fit,0.003049653707629289,0.0242758
0.003,fit,0.0030498240568445152,0.0246888
0.003,fit,0.0030499944155751965,0.0250818
0.003,fit,0.003050164783821869,0.0254541
0.003,fit,0.0030503351615850664,0.0258052
0.003,fit,0.003050505548865315,0.0261345
0.003,fit,0.0030506759456631516,0.0264416
0.003,fit,0.003050846351979102,0.026726
0.003,fit,0.0030510167678137012,0.0269875
0.003,fit,0.003051187193167484,0.0272256
0.003,fit,0.0030513576280409758,0.0274401
0.003,fit,0.0030515280724347144,0.0276309
0.003,fit,0.0030516985263492253,0.0277978
0.003,fit,0.003051868989785044,0.0279408
0.003,fit,0.003052039462742705,0.0280598
0.003,fit,0.003052209945222734,0.0281549
0.003,fit,0.003052380437225666,0.0282261
0.003,fit,0.003052550938752037,0.0282737
0.003,fit,0.0030527214498023707,0.0282977
0.003,fit,0.0030528919703772073,0.0282986
0.003,fit,0.0030530625004770713,0.0282765
0.003,fit,0.0030532330401024984,0.0282318
0.003,fit,0.0030534035892540237,0.028165
0.003,fit,0.0030535741479321733,0.0280765
0.003,fit,0.0030537447161374824,0.0279668
0.003,fit,0.003053915293870486,0.0278364
0.003,fit,0.0030540858811317103,0.027686
0.003,fit,0.003054256477921694,0.0275161
0.003,fit,0.0030544270842409625,0.0273274
0.003,fit,0.0030545977000900515,0.0271207
0.003,fit,0.0030547683254694966,0.0268967
0.003,fit,0.003054938960379824,0.0266561
0.003,fit,0.0030551096048215686,0.0263998
0.003,fit,0.0030552802587952665,0.0261286
0.003,fit,0.003055450922301444,0.0258434
0.003,fit,0.0030556215953406393,0.025545
0.003,fit,0.0030557922779133793,0.0252343
0.003,fit,0.003055962970020199,0.0249124
0.003,fit,0.0030561336716616342,0.0245802
0.003,fit,0.0030563043828382114,0.0242385
0.003,fit,0.0030564751035504667,0.0238884
0.003,fit,0.003056645833798935,0.023531
0.003,fit,0.0030568165735841437,0.0231671
0.003,fit,0.0030569873229066313,0.0227977
0.003,fit,0.003057158081766924,0.022424
0.003,fit,0.003057328850165558,0.0220468
0.003,fit,0.003057499628103069,0.0216673
0.003,fit,0.0030576704155799842,0.0212863
0.003,fit,0.0030578412125968424,0.0209049
0.003,fit,0.0030580120191541697,0.0205241
0.003,fit,0.0030581828352525026,0.0201449
0.003,fit,0.0030583536608923775,0.0197682
0.003,fit,0.0030585244960743205,0.0193949
0.003,fit,0.003058695340798868,0.019026
0.003,fit,0.003058866195066556,0.0186624
0.003,fit,0.003059037058877912,0.018305
0.003,fit,0.0030592079322334744,0.0179546
0.003,fit,0.0030593788151337706,0.0176122
0.003,fit,0.0030595497075793367,0.0172784
0.003,fit,0.003059720609570709,0.0169541
0.003,fit,0.0030598915211084146,0.0166401
0.003,fit,0.00306006244219299,0.0163371
0.003,fit,0.0030602333728249713,0.0160457
0.003,fit,0.0030604043130048855,0.0157666
0.003,fit,0.0030605752627332725,0.0155005
0.003,fit,0.0030607462220106595,0.015248
0.003,fit,0.0030609171908375825,0.0150095
0.003,fit,0.003061088169214578,0.0147856
0.003,fit,0.0030612591571421745,0.0145768
0.003,fit,0.0030614301546209068,0.0143835
0.003,fit,0.0030616011616513127,0.014206
0.003,fit,0.0030617721782339193,0.0140449
0.003,fit,0.003061943204369266,0.0139003
0.003,fit,0.0030621142400578806,0.0137725
0.003,fit,0.0030622852853002995,0.0136618
0.003,fit,0.00306245634009706,0.0135684
0.003,fit,0.003062627404448689,0.0134923
0.003,fit,0.0030627984783557238,0.0134338
0.003,fit,0.003062969561818701,0.0133928
0.003,fit,0.003063140654838148,0.0133694
0.003,fit,0.0030633117574146054,0.0133635
0.003,fit,0.0030634828695486,0.0133752
0.003,fit,0.0030636539912406694,0.0134043
0.003,fit,0.0030638251224913505,0.0134507
0.003,fit,0.003063996263301171,0.0135141
0.003,fit,0.003064167413670671,0.0135945
0.003,fit,0.0030643385736003784,0.0136915
0.003,fit,0.00306450974309083,0.0138048
0.003,fit,0.0030646809221425634,0.0139342
0.003,fit,0.003064852110756106,0.0140792
0.003,fit,0.0030650233089319955,0.0142395
0.003,fit,0.003065194516670769,0.0144147
0.003,fit,0.003065365733972954,0.0146043
0.003,fit,0.0030655369608390917,0.0148078
0.003,fit,0.0030657081972697096,0.0150248
0.003,fit,0.0030658794432653447,0.0152547
0.003,fit,0.003066050698826535,0.0154969
0.003,fit,0.003066221963953809,0.0157508
0.003,fit,0.0030663932386477033,0.0160159
0.003,fit,0.0030665645229087557,0.0162916
0.003,fit,0.003066735816737494,0.0165771
0.003,fit,0.00306690712013446,0.0168718
0.003,fit,0.0030670784331001807,0.0171751
0.003,fit,0.0030672497556351944,0.0174862
0.003,fit,0.0030674210877400386,0.0178045
0.003,fit,0.0030675924294152413,0.0181292
0.003,fit,0.0030677637806613405,0.0184596
0.003,fit,0.003067935141478874,0.0187949
0.003,fit,0.0030681065118683703,0.0191344
0.003,fit,0.00306827789183037,0.0194775
0.003,fit,0.0030684492813654015,0.0198232
0.003,fit,0.003068620680474003,0.0201709
0.003,fit,0.0030687920891567123,0.0205198
0.003,fit,0.0030689635074140575,0.0208692
0.003,fit,0.0030691349352465775,0.0212182
0.003,fit,0.0030693063726548093,0.0215663
0.003,fit,0.003069477819639282,0.0219125
0.003,fit,0.003069649276200537,0.0222562
0.003,fit,0.0030698207423391025,0.0225967
0.003,fit,0.003069992218055517,0.0229332
0.003,fit,0.003070163703350318,0.0232651
0.003,fit,0.0030703351982240353,0.0235916
0.003,fit,0.003070506702677209,0.0239121
0.003,fit,0.003070678216710369,0.0242258
0.003,fit,0.0030708497403240534,0.0245322
0.003,fit,0.0030710212735188,0.0248307
0.003,fit,0.0030711928162951378,0.0251205
0.003,fit,0.003071364368653605,0.0254012
0.003,fit,0.003071535930594741,0.0256721
0.003,fit,0.0030717075021190737,0.0259327
0.003,fit,0.003071879083227145,0.0261824
0.003,fit,0.003072050673919484,0.0264208
0.003,fit,0.003072222274196629,0.0266474
0.003,fit,0.003072393884059119,0.0268617
0.003,fit,0.003072565503507483,0.0270632
0.003,fit,0.003072737132542259,0.0272517
0.003,fit,0.0030729087711639865,0.0274266
0.003,fit,0.0030730804193731943,0.0275877
0.003,fit,0.003073252077170424,0.0277346
0.003,fit,0.0030734237445562054,0.027867
0.003,fit,0.003073595421531077,0.0279846
0.003,fit,0.0030737671080955774,0.0280873
0.003,fit,0.0030739388042502363,0.0281747
0.003,fit,0.0030741105099955923,0.0282467
0.003,fit,0.0030742822253321846,0.0283032
0.003,fit,0.003074453950260542,0.028344
0.003,fit,0.003074625684781207,0.028369
0.003,fit,0.0030747974288947095,0.0283782
0.003,fit,0.003074969182601588,0.0283716
0.003,fit,0.0030751409459023812,0.028349
0.003,fit,0.0030753127187976193,0.0283105
0.003,fit,0.0030754845012878414,0.0282562
0.003,fit,0.0030756562933735862,0.0281862
0.003,fit,0.0030758280950553838,0.0281005
0.003,fit,0.003075999906333776,0.0279993
0.003,fit,0.003076171727209293,0.0278827
0.003,fit,0.003076343557682474,0.0277509
0.003,fit,0.003076515397753858,0.0276042
0.003,fit,0.0030766872474239752,0.0274426
0.003,fit,0.0030768591066933676,0.0272666
0.003,fit,0.0030770309755625658,0.0270764
0.003,fit,0.0030772028540321083,0.0268722
0.003,fit,0.003077374742102535,0.0266545
0.003,fit,0.0030775466397743763,0.0264234
0.003,fit,0.003077718547048171,0.0261795
0.003,fit,0.003077890463924459,0.0259231
0.003,fit,0.00307806239040377,0.0256545
0.003,fit,0.0030782343264866468,0.0253743
0.003,fit,0.0030784062721736197,0.0250828
0.003,fit,0.0030785782274652287,0.0247804
0.003,fit,0.0030787501923620125,0.0244677
0.003,fit,0.0030789221668645022,0.0241452
0.003,fit,0.003079094150973237,0.0238132
0.003,fit,0.0030792661446887573,0.0234723
0.003,fit,0.0030794381480115924,0.023123
0.003,fit,0.003079610160942286,0.0227658
0.003,fit,0.003079782183481368,0.0224013
0.003,fit,0.003079954215629379,0.0220299
0.003,fit,0.0030801262573868582,0.0216522
0.003,fit,0.0030802983087543363,0.0212687
0.003,fit,0.0030804703697323533,0.02088
0.003,fit,0.003080642440321449,0.0204866
0.003,fit,0.0030808145205221543,0.0200891
0.003,fit,0.003080986610335012,0.0196879
0.003,fit,0.003081158709760553,0.0192836
0.003,fit,0.003081330818799317,0.0188767
0.003,fit,0.0030815029374518447,0.0184679
0.003,fit,0.0030816750657186665,0.0180575
0.003,fit,0.0030818472036003228,0.0176461
0.003,fit,0.0030820193510973535,0.0172342
0.003,fit,0.0030821915082102896,0.0168224
0.003,fit,0.0030823636749396743,0.0164111
0.003,fit,0.0030825358512860395,0.0160007
0.003,true,0.002905959807950207,0.00345663
0.003,true,0.002907525940964462,0.00278776
0.003,true,0.002909092073978717,0.00188451
0.003,true,0.0029106582069929722,0.000960897
0.003,true,0.002912224340007227,0.000261714
0.003,true,0.0029130074065143543,6.83341e-05
0.003,true,0.002913790473021482,1.00274e-05
0.003,true,0.0029153566060357372,0.000354538
0.003,true,0.002916922739049992,0.0013291
0.003,true,0.002918488872064247,0.00283459
0.003,true,0.0029200550050785022,0.00464867
0.003,true,0.002921621138092757,0.00646276
0.003,true,0.0029216994447434697,0.00654737
0.003,true,0.0029218560580448953,0.00671386
0.003,true,0.002922012671346321,0.00687645
0.003,true,0.0029221692846477464,0.00703482
0.003,true,0.0029223258979491715,0.00718864
0.003,true,0.002922482511250597,0.0073376
0.003,true,0.0029226391245520227,0.0074814
0.003,true,0.002922795737853448,0.00761973
0.003,true,0.0029229523511548738,0.00775231
0.003,true,0.0029231089644562993,0.00787885
0.003,true,0.002923187271107012,0.00793978
0.003,true,0.002923265577757725,0.00799909
0.003,true,0.0029234221910591504,0.00811276
0.003,true,0.0029235788043605756,0.00821962
0.003,true,0.002923735417662001,0.00831943
0.003,true,0.0029238920309634267,0.00841195
0.003,true,0.0029240486442648522,0.00849698
0.003,true,0.002924205257566278,0.00857432
0.003,true,0.0029243618708677034,0.00864377
0.003,true,0.002924518484169129,0.00870518
0.003,true,0.0029246750974705545,0.00875837
0.003,true,0.0029247534041212673,0.00878184
0.003,true,0.0029248317107719796,0.00880321
0.003,true,0.002924988324073405,0.00883958
0.003,true,0.0029251449373748307,0.00886735
0.003,true,0.0029253015506762563,0.00888644
0.003,true,0.002925458163977682,0.00889677
0.003,true,0.0029256147772791074,0.00889828
0.003,true,0.002925771390580533,0.00889092
0.003,true,0.0029259280038819585,0.00887467
0.003,true,0.0029260846171833836,0.00884952
0.003,true,0.002926241230484809,0.00881547
0.003,true,0.0029263195371355224,0.00879512
0.003,true,0.0029263978437862347,0.00877256
0.003,true,0.0029265544570876603,0.00872084
0.003,true,0.002926711070389086,0.00866036
0.003,true,0.0029268676836905114,0.00859121
0.003,true,0.002927024296991937,0.00851349
0.003,true,0.0029271809102933625,0.00842731
0.003,true,0.0029273375235947877,0.00833282
0.003,true,0.0029274941368962132,0.00823017
0.003,true,0.0029276507501976388,0.00811953
0.003,true,0.0029278073634990643,0.0080011
0.003,true,0.0029278856701497775,0.00793902
0.003,true,0.00292796397680049,0.00787507
0.003,true,0.0029281205901019155,0.00774168
0.003,true,0.002928277203403341,0.00760118
0.003,true,0.0029284338167047666,0.00745381
0.003,true,0.0029285904300061917,0.00729986
0.003,true,0.002928668736656905,0.0072205
0.003,true,0.0029287470433076172,0.00713961
0.003,true,0.002928903656609043,0.00697338
0.003,true,0.0029290602699104684,0.00680149
0.003,true,0.002929216883211894,0.00662428
0.003,true,0.0029293734965133195,0.00644209
0.003,true,0.0029294518031640323,0.00634924
0.003,true,0.002929530109814745,0.00625529
0.003,true,0.0029296867231161706,0.00606427
0.003,true,0.0029298433364175957,0.00586941
0.003,true,0.0029299999497190213,0.00567111
0.003,true,0.002930156563020447,0.00546979
0.003,true,0.0029303131763218724,0.00526586
0.003,true,0.002930469789623298,0.00505978
0.003,true,0.0029306264029247235,0.00485196
0.003,true,0.002930783016226149,0.00464288
0.003,true,0.0029309396295275746,0.00443297
0.003,true,0.0029310179361782874,0.00432786
0.003,true,0.0029310962428289998,0.00422271
0.003,true,0.0029312528561304253,0.00401257
0.003,true,0.002931409469431851,0.00380301
0.003,true,0.0029315660827332764,0.00359452
0.003,true,0.002931722696034702,0.00338758
0.003,true,0.0029318793093361275,0.00318266
0.003,true,0.002932035922637553,0.00298025
0.003,true,0.0029321925359389782,0.00278082
0.003,true,0.0029323491492404038,0.00258487
0.003,true,0.0029325057625418293,0.00239287
0.003,true,0.0029325840691925426,0.0022985
0.003,true,0.002932662375843255,0.00220529
0.003,true,0.0029328189891446805,0.00202261
0.003,true,0.002932975602446106,0.0018453
0.003,true,0.0029331322157475316,0.0016738
0.003,true,0.002933288829048957,0.00150858
0.003,true,0.0029334454423503823,0.00135008
0.003,true,0.002933602055651808,0.00119873
0.003,true,0.0029337586689532334,0.00105496
0.003,true,0.002933915282254659,0.000919188
0.003,true,0.0029340718955560845,0.000791808
0.003,true,0.0029341502022067973,0.000731388
0.003,true,0.00293422850885751,0.000673211
0.003,true,0.0029343851221589356,0.000563772
0.003,true,0.002934541735460361,0.000463849
0.003,true,0.0029346983487617863,0.000373787
0.003,true,0.002934854962063212,0.000293911
0.003,true,0.0029350115753646374,0.000224532
0.003,true,0.002935168188666063,0.000165938
0.003,true,0.0029353248019674885,0.000118402
0.003,true,0.002935481415268914,8.21754e-05
0.003,true,0.0029356380285703396,5.74875e-05
0.003,true,0.0029357163352210524,4.95368e-05
0.003,true,0.002935794641871765,4.45477e-05
0.003,true,0.0029359512551731903,4.35428e-05
0.003,true,0.002936107868474616,5.4637e-05
0.003,true,0.0029362644817760414,7.7971e-05
0.003,true,0.002936421095077467,0.000113662
0.003,true,0.0029365777083788925,0.000161802
0.003,true,0.002936734321680318,0.000222459
0.003,true,0.0029368909349817437,0.000295676
0.003,true,0.0029370475482831692,0.00038147
0.003,true,0.0029372041615845943,0.000479831
0.003,true,0.0029372824682353076,0.000533716
0.003,true,0.00293736077488602,0.000590727
0.003,true,0.0029375173881874455,0.000714094
0.003,true,0.002937674001488871,0.000849847
0.003,true,0.0029378306147902966,0.000997871
0.003,true,0.002937987228091722,0.00115803
0.003,true,0.0029381438413931477,0.00133014
0.003,true,0.0029383004546945733,0.00151403
0.003,true,0.0029384570679959984,0.00170948
0.003,true,0.002938613681297424,0.00191622
0.003,true,0.0029387702945988495,0.002134
0.003,true,0.0029388486012495627,0.00224694
0.003,true,0.002938926907900275,0.00236253
0.003,true,0.0029390835212017006,0.00260146
0.003,true,0.002939240134503126,0.00285047
0.003,true,0.0029393967478045517,0.00310918
0.003,true,0.0029395533611059773,0.00337719
0.003,true,0.0029397099744074024,0.0036541
0.003,true,0.002939866587708828,0.00393945
0.003,true,0.0029400232010102535,0.00423279
0.003,true,0.002940179814311679,0.00453364
0.003,true,0.0029403364276131046,0.00484149
0.003,true,0.002940414734263818,0.00499788
0.003,true,0.00294049304091453,0.00515582
0.003,true,0.0029406496542159558,0.0054761
0.003,true,0.002940806267517381,0.00580176
0.003,true,0.0029409628808188064,0.00613224
0.003,true,0.002941119494120232,0.00646694
0.003,true,0.0029412761074216576,0.00680526
0.003,true,0.002941432720723083,0.00714659
0.003,true,0.0029415893340245087,0.00749029
0.003,true,0.0029417459473259342,0.00783573
0.003,true,0.00294190256062736,0.00818226
0.003,true,0.0029419808672780726,0.00835573
0.003,true,0.002942059173928785,0.00852922
0.003,true,0.0029422157872302105,0.00887596
0.003,true,0.002942372400531636,0.00922179
0.003,true,0.0029425290138330616,0.00956604
0.003,true,0.002942685627134487,0.00990805
