# Recovery of a sinusoidal phase imprinted by a light shift, one run per injected frequency
# From Baynham et al., arXiv:2504.09158, doi:10.5281/zenodo.19592552 (CC BY 4.0), Fig. 5a
# Sources: data_analysis/data/intermediate_data/signal_fitting_results_by_frequency.csv (final iteration), and data_analysis/data/precomputed_true_signals/signal_extraction_*.npz, reduced as 'data_analysis/figures/Figure 5a.ipynb' does
# Columns: injected_hz, the run's nominal frequency; curve, 'fit' for the likelihood of a sinusoid fitted to the differential phase
#   (logL above its minimum) or 'true' for the periodogram of the light-shift drive; f_hz, trial frequency; value, normalised to unit peak
injected_hz,curve,f_hz,value
0.0001,true,6.991667933894596e-05,0.0661847
0.0001,true,6.999519329665393e-05,0.0686007
0.0001,true,7.00737072543619e-05,0.0710238
0.0001,true,7.015222121206988e-05,0.0734503
0.0001,true,7.023073516977783e-05,0.0758764
0.0001,true,7.03092491274858e-05,0.0782984
0.0001,true,7.038776308519378e-05,0.0807125
0.0001,true,7.046627704290175e-05,0.0831149
0.0001,true,7.054479100060972e-05,0.0855019
0.0001,true,7.062330495831768e-05,0.0878697
0.0001,true,7.066256193717166e-05,0.0890452
0.0001,true,7.066256193717166e-05,0.0890452
0.0001,true,7.070181891602565e-05,0.0902146
0.0001,true,7.078033287373362e-05,0.0925328
0.0001,true,7.085884683144159e-05,0.0948207
0.0001,true,7.093736078914956e-05,0.0970748
0.0001,true,7.101587474685752e-05,0.0992914
0.0001,true,7.109438870456549e-05,0.101467
0.0001,true,7.117290266227346e-05,0.103599
0.0001,true,7.125141661998143e-05,0.105683
0.0001,true,7.13299305776894e-05,0.107716
0.0001,true,7.140844453539736e-05,0.109695
0.0001,true,7.144770151425135e-05,0.110663
0.0001,true,7.148695849310533e-05,0.111617
0.0001,true,7.15654724508133e-05,0.11348
0.0001,true,7.164398640852128e-05,0.11528
0.0001,true,7.172250036622925e-05,0.117015
0.0001,true,7.180101432393722e-05,0.118682
0.0001,true,7.187952828164518e-05,0.120279
0.0001,true,7.195804223935315e-05,0.121804
0.0001,true,7.203655619706112e-05,0.123255
0.0001,true,7.211507015476909e-05,0.124629
0.0001,true,7.219358411247705e-05,0.125925
0.0001,true,7.223284109133103e-05,0.126544
0.0001,true,7.227209807018502e-05,0.127142
0.0001,true,7.235061202789299e-05,0.128277
0.0001,true,7.242912598560096e-05,0.12933
0.0001,true,7.250763994330893e-05,0.1303
0.0001,true,7.25861539010169e-05,0.131184
0.0001,true,7.266466785872486e-05,0.131984
0.0001,true,7.274318181643283e-05,0.132696
0.0001,true,7.28216957741408e-05,0.133323
0.0001,true,7.290020973184877e-05,0.133862
0.0001,true,7.297872368955673e-05,0.134314
0.0001,true,7.301798066841072e-05,0.134507
0.0001,true,7.30572376472647e-05,0.134678
0.0001,true,7.313575160497267e-05,0.134955
0.0001,true,7.321426556268065e-05,0.135145
0.0001,true,7.329277952038862e-05,0.135249
0.0001,true,7.337129347809659e-05,0.135266
0.0001,true,7.344980743580455e-05,0.135197
0.0001,true,7.352832139351252e-05,0.135044
0.0001,true,7.360683535122049e-05,0.134808
0.0001,true,7.368534930892846e-05,0.134489
0.0001,true,7.376386326663642e-05,0.134088
0.0001,true,7.38031202454904e-05,0.133857
0.0001,true,7.384237722434439e-05,0.133607
0.0001,true,7.392089118205236e-05,0.133048
0.0001,true,7.399940513976033e-05,0.132412
0.0001,true,7.40779190974683e-05,0.131701
0.0001,true,7.415643305517627e-05,0.130917
0.0001,true,7.423494701288423e-05,0.130061
0.0001,true,7.43134609705922e-05,0.129137
0.0001,true,7.439197492830017e-05,0.128145
0.0001,true,7.447048888600814e-05,0.127089
0.0001,true,7.45490028437161e-05,0.125971
0.0001,true,7.458825982257009e-05,0.12539
0.0001,true,7.462751680142407e-05,0.124794
0.0001,true,7.470603075913204e-05,0.123559
0.0001,true,7.478454471684001e-05,0.122271
0.0001,true,7.486305867454799e-05,0.120932
0.0001,true,7.494157263225596e-05,0.119545
0.0001,true,7.502008658996391e-05,0.118113
0.0001,true,7.509860054767189e-05,0.116639
0.0001,true,7.517711450537986e-05,0.115127
0.0001,true,7.525562846308783e-05,0.11358
0.0001,true,7.533414242079579e-05,0.112001
0.0001,true,7.537339939964977e-05,0.111202
0.0001,true,7.541265637850376e-05,0.110395
0.0001,true,7.549117033621173e-05,0.108765
0.0001,true,7.55696842939197e-05,0.107114
0.0001,true,7.564819825162767e-05,0.105446
0.0001,true,7.572671220933564e-05,0.103766
0.0001,true,7.58052261670436e-05,0.102077
0.0001,true,7.588374012475157e-05,0.100384
0.0001,true,7.596225408245954e-05,0.0986908
0.0001,true,7.604076804016751e-05,0.0970014
0.0001,true,7.611928199787547e-05,0.0953202
0.0001,true,7.615853897672946e-05,0.0944841
0.0001,true,7.619779595558344e-05,0.0936518
0.0001,true,7.627630991329141e-05,0.0920004
0.0001,true,7.635482387099938e-05,0.0903706
0.0001,true,7.643333782870736e-05,0.0887669
0.0001,true,7.651185178641533e-05,0.087194
0.0001,true,7.659036574412328e-05,0.0856565
0.0001,true,7.666887970183126e-05,0.0841591
0.0001,true,7.674739365953923e-05,0.0827064
0.0001,true,7.68259076172472e-05,0.0813032
0.0001,true,7.690442157495516e-05,0.0799543
0.0001,true,7.694367855380914e-05,0.0793016
0.0001,true,7.698293553266313e-05,0.0786644
0.0001,true,7.70614494903711e-05,0.0774383
0.0001,true,7.713996344807907e-05,0.0762807
0.0001,true,7.721847740578704e-05,0.0751965
0.0001,true,7.729699136349501e-05,0.0741903
0.0001,true,7.737550532120298e-05,0.0732669
0.0001,true,7.745401927891094e-05,0.0724309
0.0001,true,7.753253323661891e-05,0.071687
0.0001,true,7.761104719432688e-05,0.0710398
0.0001,true,7.768956115203484e-05,0.0704937
0.0001,true,7.772881813088883e-05,0.07026
0.0001,true,7.776807510974281e-05,0.0700532
0.0001,true,7.784658906745078e-05,0.0697227
0.0001,true,7.792510302515875e-05,0.0695064
0.0001,true,7.800361698286673e-05,0.0694085
0.0001,true,7.80821309405747e-05,0.069433
0.0001,true,7.816064489828267e-05,0.0695838
0.0001,true,7.823915885599063e-05,0.0698646
0.0001,true,7.83176728136986e-05,0.0702791
0.0001,true,7.839618677140657e-05,0.0708307
0.0001,true,7.847470072911453e-05,0.0715226
0.0001,true,7.851395770796851e-05,0.0719221
0.0001,true,7.851395770796851e-05,0.0719221
0.0001,true,7.85532146868225e-05,0.0723579
0.0001,true,7.863172864453047e-05,0.0733394
0.0001,true,7.871024260223844e-05,0.0744699
0.0001,true,7.878875655994641e-05,0.0757516
0.0001,true,7.886727051765438e-05,0.0771869
0.0001,true,7.894578447536235e-05,0.0787775
0.0001,true,7.902429843307031e-05,0.0805252
0.0001,true,7.910281239077828e-05,0.0824314
0.0001,true,7.918132634848625e-05,0.084497
0.0001,true,7.925984030619421e-05,0.086723
0.0001,true,7.92990972850482e-05,0.0878963
0.0001,true,7.933835426390218e-05,0.0891098
0.0001,true,7.941686822161015e-05,0.0916576
0.0001,true,7.949538217931812e-05,0.0943663
0.0001,true,7.95738961370261e-05,0.0972353
0.0001,true,7.965241009473407e-05,0.100264
0.0001,true,7.973092405244204e-05,0.103451
0.0001,true,7.980943801015e-05,0.106795
0.0001,true,7.988795196785797e-05,0.110294
0.0001,true,7.996646592556594e-05,0.113945
0.0001,true,8.004497988327391e-05,0.117747
0.0001,true,8.008423686212788e-05,0.119704
0.0001,true,8.012349384098187e-05,0.121697
0.0001,true,8.020200779868984e-05,0.12579
0.0001,true,8.028052175639781e-05,0.130024
0.0001,true,8.035903571410578e-05,0.134394
0.0001,true,8.043754967181375e-05,0.138896
0.0001,true,8.051606362952172e-05,0.143526
0.0001,true,8.059457758722968e-05,0.148278
0.0001,true,8.067309154493765e-05,0.153147
0.0001,true,8.075160550264562e-05,0.158127
0.0001,true,8.08301194603536e-05,0.163213
0.0001,true,8.086937643920757e-05,0.165793
0.0001,true,8.090863341806155e-05,0.168398
0.0001,true,8.098714737576952e-05,0.173675
0.0001,true,8.10656613334775e-05,0.179039
0.0001,true,8.114417529118546e-05,0.184481
0.0001,true,8.122268924889344e-05,0.189995
0.0001,true,8.130120320660141e-05,0.195572
0.0001,true,8.137971716430936e-05,0.201206
0.0001,true,8.145823112201734e-05,0.206888
0.0001,true,8.153674507972531e-05,0.212611
0.0001,true,8.161525903743328e-05,0.218365
0.0001,true,8.165451601628725e-05,0.221252
0.0001,true,8.169377299514124e-05,0.224144
0.0001,true,8.177228695284921e-05,0.229937
0.0001,true,8.185080091055718e-05,0.235738
0.0001,true,8.192931486826515e-05,0.241537
0.0001,true,8.200782882597312e-05,0.247325
0.0001,true,8.208634278368109e-05,0.253094
0.0001,true,8.216485674138905e-05,0.258836
0.0001,true,8.224337069909702e-05,0.264542
0.0001,true,8.232188465680499e-05,0.270203
0.0001,true,8.240039861451296e-05,0.27581
0.0001,true,8.243965559336694e-05,0.278591
0.0001,true,8.247891257222092e-05,0.281356
0.0001,true,8.255742652992889e-05,0.286831
0.0001,true,8.263594048763686e-05,0.292229
0.0001,true,8.271445444534483e-05,0.29754
0.0001,true,8.27929684030528e-05,0.302756
0.0001,true,8.287148236076078e-05,0.307871
0.0001,true,8.294999631846873e-05,0.312876
0.0001,true,8.30285102761767e-05,0.317764
0.0001,true,8.310702423388468e-05,0.322528
0.0001,true,8.318553819159265e-05,0.32716
0.0001,true,8.322479517044662e-05,0.329425
0.0001,true,8.32640521493006e-05,0.331655
0.0001,true,8.334256610700858e-05,0.336005
0.0001,true,8.342108006471655e-05,0.340204
0.0001,true,8.349959402242452e-05,0.344247
0.0001,true,8.357810798013249e-05,0.348127
0.0001,true,8.365662193784046e-05,0.351839
0.0001,true,8.373513589554842e-05,0.355378
0.0001,true,8.381364985325639e-05,0.358739
0.0001,true,8.389216381096436e-05,0.361916
0.0001,true,8.397067776867233e-05,0.364907
0.0001,true,8.400993474752632e-05,0.366331
0.0001,true,8.404919172638029e-05,0.367706
0.0001,true,8.412770568408826e-05,0.37031
0.0001,true,8.420621964179623e-05,0.372715
0.0001,true,8.42847335995042e-05,0.374918
0.0001,true,8.436324755721218e-05,0.376917
0.0001,true,8.444176151492015e-05,0.378707
0.0001,true,8.45202754726281e-05,0.380288
0.0001,true,8.459878943033608e-05,0.381656
0.0001,true,8.467730338804405e-05,0.38281
0.0001,true,8.475581734575202e-05,0.383748
0.0001,true,8.4795074324606e-05,0.384135
0.0001,true,8.483433130345998e-05,0.384469
0.0001,true,8.491284526116795e-05,0.384972
0.0001,true,8.499135921887592e-05,0.385256
0.0001,true,8.506987317658389e-05,0.38532
0.0001,true,8.514838713429186e-05,0.385164
0.0001,true,8.522690109199983e-05,0.384789
0.0001,true,8.530541504970779e-05,0.384194
0.0001,true,8.538392900741576e-05,0.38338
0.0001,true,8.546244296512373e-05,0.382347
0.0001,true,8.55409569228317e-05,0.381097
0.0001,true,8.558021390168569e-05,0.38039
0.0001,true,8.561947088053966e-05,0.37963
0.0001,true,8.569798483824763e-05,0.377948
0.0001,true,8.57764987959556e-05,0.376053
0.0001,true,8.585501275366357e-05,0.373946
0.0001,true,8.593352671137154e-05,0.37163
0.0001,true,8.601204066907952e-05,0.369107
0.0001,true,8.609055462678747e-05,0.366379
0.0001,true,8.616906858449544e-05,0.363449
0.0001,true,8.624758254220342e-05,0.360321
0.0001,true,8.632609649991139e-05,0.356996
0.0001,true,8.636535347876537e-05,0.355262
0.0001,true,8.636535347876537e-05,0.355262
0.0001,true,8.640461045761934e-05,0.35348
0.0001,true,8.648312441532732e-05,0.349774
0.0001,true,8.656163837303529e-05,0.345884
0.0001,true,8.664015233074326e-05,0.341813
0.0001,true,8.671866628845123e-05,0.337565
0.0001,true,8.67971802461592e-05,0.333145
0.0001,true,8.687569420386717e-05,0.328557
0.0001,true,8.695420816157513e-05,0.323807
0.0001,true,8.70327221192831e-05,0.318899
0.0001,true,8.711123607699107e-05,0.313839
0.0001,true,8.715049305584506e-05,0.311253
0.0001,true,8.718975003469903e-05,0.308632
0.0001,true,8.7268263992407e-05,0.303283
0.0001,true,8.734677795011497e-05,0.2978
0.0001,true,8.742529190782294e-05,0.292187
0.0001,true,8.750380586553091e-05,0.286451
0.0001,true,8.758231982323889e-05,0.280599
0.0001,true,8.766083378094686e-05,0.274637
0.0001,true,8.773934773865481e-05,0.268572
0.0001,true,8.781786169636279e-05,0.262411
0.0001,true,8.789637565407076e-05,0.256162
0.0001,true,8.793563263292474e-05,0.253006
0.0001,true,8.797488961177871e-05,0.249831
0.0001,true,8.805340356948669e-05,0.243428
0.0001,true,8.813191752719466e-05,0.236959
0.0001,true,8.821043148490263e-05,0.230432
0.0001,true,8.82889454426106e-05,0.223857
0.0001,true,8.836745940031857e-05,0.21724
0.0001,true,8.844597335802654e-05,0.210592
0.0001,true,8.85244873157345e-05,0.20392
0.0001,true,8.860300127344247e-05,0.197233
0.0001,true,8.868151523115044e-05,0.190542
0.0001,true,8.872077221000443e-05,0.187197
0.0001,true,8.876002918885841e-05,0.183854
0.0001,true,8.883854314656637e-05,0.17718
0.0001,true,8.891705710427434e-05,0.170529
0.0001,true,8.899557106198231e-05,0.163911
0.0001,true,8.907408501969028e-05,0.157335
0.0001,true,8.915259897739826e-05,0.150812
0.0001,true,8.923111293510623e-05,0.144351
0.0001,true,8.930962689281418e-05,0.137964
0.0001,true,8.938814085052216e-05,0.13166
0.0001,true,8.946665480823013e-05,0.125449
0.0001,true,8.950591178708411e-05,0.122382
0.0001,true,8.95451687659381e-05,0.119343
0.0001,true,8.962368272364606e-05,0.113351
0.0001,true,8.970219668135403e-05,0.107485
0.0001,true,8.9780710639062e-05,0.101755
0.0001,true,8.985922459676997e-05,0.0961709
0.0001,true,8.993773855447794e-05,0.0907444
0.0001,true,9.001625251218591e-05,0.085486
0.0001,true,9.005077495392633e-05,0.0832298
0.0001,true,9.009476646989387e-05,0.0804062
0.0001,true,9.017328042760184e-05,0.0755155
0.0001,true,9.025179438530981e-05,0.0708246
0.0001,true,9.02910513641638e-05,0.0685574
0.0001,true,9.033030834301778e-05,0.0663439
0.0001,true,9.040882230072574e-05,0.0620838
0.0001,true,9.048733625843371e-05,0.0580544
0.0001,true,9.056585021614168e-05,0.054266
0.0001,true,9.064436417384965e-05,0.0507284
0.0001,true,9.072287813155763e-05,0.0474515
0.0001,true,9.08013920892656e-05,0.0444447
0.0001,true,9.087990604697355e-05,0.0417174
0.0001,true,9.095842000468153e-05,0.0392788
0.0001,true,9.10369339623895e-05,0.0371376
0.0001,true,9.107619094124348e-05,0.0361812
0.0001,true,9.111544792009745e-05,0.0353024
0.0001,true,9.119396187780543e-05,0.0337813
0.0001,true,9.12724758355134e-05,0.0325824
0.0001,true,9.135098979322137e-05,0.031713
0.0001,true,9.142950375092934e-05,0.0311804
0.0001,true,9.150801770863731e-05,0.0309913
0.0001,true,9.158653166634528e-05,0.031152
0.0001,true,9.166504562405325e-05,0.0316685
0.0001,true,9.174355958176121e-05,0.032546
0.0001,true,9.182207353946918e-05,0.0337897
0.0001,true,9.186133051832317e-05,0.0345502
0.0001,true,9.190058749717714e-05,0.0354038
0.0001,true,9.197910145488511e-05,0.0373925
0.0001,true,9.205761541259308e-05,0.039759
0.0001,true,9.213612937030105e-05,0.0425063
0.0001,true,9.221464332800902e-05,0.0456366
0.0001,true,9.2293157285717e-05,0.0491517
0.0001,true,9.237167124342497e-05,0.0530528
0.0001,true,9.245018520113294e-05,0.0573405
0.0001,true,9.25286991588409e-05,0.0620147
0.0001,true,9.260721311654887e-05,0.067075
0.0001,true,9.264647009540285e-05,0.0697495
0.0001,true,9.268572707425682e-05,0.07252
0.0001,true,9.27642410319648e-05,0.078348
0.0001,true,9.284275498967277e-05,0.0845566
0.0001,true,9.292126894738074e-05,0.0911429
0.0001,true,9.299978290508871e-05,0.0981032
0.0001,true,9.307829686279668e-05,0.105433
0.0001,true,9.315681082050465e-05,0.113129
0.0001,true,9.323532477821262e-05,0.121184
0.0001,true,9.331383873592058e-05,0.129593
0.0001,true,9.339235269362855e-05,0.13835
0.0001,true,9.343160967248254e-05,0.142856
0.0001,true,9.347086665133651e-05,0.147447
0.0001,true,9.354938060904448e-05,0.156877
0.0001,true,9.362789456675245e-05,0.166633
0.0001,true,9.370640852446042e-05,0.176705
0.0001,true,9.37849224821684e-05,0.187085
0.0001,true,9.386343643987636e-05,0.197764
0.0001,true,9.394195039758434e-05,0.208731
0.0001,true,9.402046435529231e-05,0.219977
0.0001,true,9.409897831300026e-05,0.23149
0.0001,true,9.417749227070824e-05,0.243261
0.0001,true,9.421674924956222e-05,0.249239
0.0001,true,9.421674924956222e-05,0.249239
0.0001,true,9.425600622841621e-05,0.255277
0.0001,true,9.433452018612416e-05,0.267528
0.0001,true,9.441303414383214e-05,0.280001
0.0001,true,9.449154810154011e-05,0.292684
0.0001,true,9.457006205924808e-05,0.305566
0.0001,true,9.464857601695605e-05,0.318633
0.0001,true,9.472708997466402e-05,0.331873
0.0001,true,9.480560393237199e-05,0.345273
0.0001,true,9.488411789007995e-05,0.35882
0.0001,true,9.496263184778792e-05,0.372502
0.0001,true,9.50018888266419e-05,0.379388
0.0001,true,9.504114580549589e-05,0.386304
0.0001,true,9.511965976320385e-05,0.400213
0.0001,true,9.519817372091182e-05,0.414218
0.0001,true,9.527668767861979e-05,0.428303
0.0001,true,9.535520163632776e-05,0.442456
0.0001,true,9.543371559403573e-05,0.456664
0.0001,true,9.55122295517437e-05,0.470914
0.0001,true,9.559074350945168e-05,0.485191
0.0001,true,9.566925746715963e-05,0.499484
0.0001,true,9.57477714248676e-05,0.51378
0.0001,true,9.578702840372159e-05,0.520924
0.0001,true,9.582628538257558e-05,0.528065
0.0001,true,9.590479934028353e-05,0.542326
0.0001,true,9.59833132979915e-05,0.556552
0.0001,true,9.606182725569948e-05,0.570729
0.0001,true,9.614034121340745e-05,0.584846
0.0001,true,9.621885517111542e-05,0.59889
0.0001,true,9.629736912882339e-05,0.612849
0.0001,true,9.637588308653136e-05,0.626712
0.0001,true,9.645439704423932e-05,0.640467
0.0001,true,9.653291100194729e-05,0.654102
0.0001,true,9.657216798080128e-05,0.660872
0.0001,true,9.661142495965526e-05,0.667607
0.0001,true,9.668993891736322e-05,0.68097
0.0001,true,9.676845287507119e-05,0.694181
0.0001,true,9.684696683277916e-05,0.707228
0.0001,true,9.692548079048713e-05,0.720103
0.0001,true,9.70039947481951e-05,0.732793
0.0001,true,9.708250870590308e-05,0.745291
0.0001,true,9.716102266361105e-05,0.757585
0.0001,true,9.7239536621319e-05,0.769667
0.0001,true,9.731805057902698e-05,0.781527
0.0001,true,9.735730755788096e-05,0.787371
0.0001,true,9.739656453673495e-05,0.793156
0.0001,true,9.74750784944429e-05,0.804545
0.0001,true,9.755359245215088e-05,0.815686
0.0001,true,9.763210640985885e-05,0.82657
0.0001,true,9.771062036756682e-05,0.837189
0.0001,true,9.778913432527479e-05,0.847535
0.0001,true,9.786764828298276e-05,0.857599
0.0001,true,9.794616224069073e-05,0.867376
0.0001,true,9.802467619839869e-05,0.876856
0.0001,true,9.810319015610666e-05,0.886034
0.0001,true,9.814244713496065e-05,0.890507
0.0001,true,9.818170411381463e-05,0.894901
0.0001,true,9.826021807152259e-05,0.903451
0.0001,true,9.833873202923056e-05,0.911678
0.0001,true,9.841724598693853e-05,0.919575
0.0001,true,9.84957599446465e-05,0.927135
0.0001,true,9.857427390235447e-05,0.934353
0.0001,true,9.865278786006244e-05,0.941223
0.0001,true,9.873130181777042e-05,0.947739
0.0001,true,9.880981577547839e-05,0.953896
0.0001,true,9.888832973318634e-05,0.959688
0.0001,true,9.892758671204033e-05,0.962446
0.0001,true,9.896684369089432e-05,0.96511
0.0001,true,9.904535764860227e-05,0.970158
0.0001,true,9.912387160631024e-05,0.974826
0.0001,true,9.920238556401822e-05,0.97911
0.0001,true,9.928089952172619e-05,0.983006
0.0001,true,9.935941347943416e-05,0.98651
0.0001,true,9.943792743714213e-05,0.989618
0.0001,true,9.95164413948501e-05,0.992326
0.0001,true,9.959495535255807e-05,0.99463
0.0001,true,9.967346931026603e-05,0.996528
0.0001,true,9.971272628912002e-05,0.997324
0.0001,true,9.9751983267974e-05,0.998017
0.0001,true,9.983049722568196e-05,0.999093
0.0001,true,9.990901118338993e-05,0.999755
0.0001,true,9.99875251410979e-05,1
0.0001,true,0.00010006603909880587,0.999826
0.0001,true,0.00010014455305651384,0.999232
0.0001,true,0.00010022306701422181,0.998216
0.0001,true,0.00010030158097192979,0.996777
0.0001,true,0.00010038009492963776,0.994915
0.0001,true,0.00010045860888734571,0.992628
0.0001,true,0.0001004978658661997,0.991326
0.0001,true,0.00010053712284505369,0.989918
0.0001,true,0.00010061563680276164,0.986784
0.0001,true,0.00010069415076046961,0.983226
0.0001,true,0.00010077266471817759,0.979246
0.0001,true,0.00010085117867588556,0.974846
0.0001,true,0.00010092969263359353,0.970026
0.0001,true,0.0001010082065913015,0.96479
0.0001,true,0.00010108672054900947,0.959139
0.0001,true,0.00010116523450671744,0.953077
0.0001,true,0.0001012437484644254,0.946607
0.0001,true,0.00010128300544327938,0.94322
0.0001,true,0.00010132226242213337,0.939733
0.0001,true,0.00010140077637984133,0.932459
0.0001,true,0.0001014792903375493,0.92479
0.0001,true,0.00010155780429525727,0.916732
0.0001,true,0.00010163631825296524,0.90829
0.0001,true,0.00010171483221067321,0.899471
0.0001,true,0.00010179334616838118,0.89028
0.0001,true,0.00010187186012608916,0.880726
0.0001,true,0.00010195037408379713,0.870816
0.0001,true,0.00010202888804150508,0.860558
0.0001,true,0.00010206814502035907,0.855301
0.0001,true,0.00010206814502035907,0.855301
0.0001,true,0.00010210740199921306,0.849961
0.0001,true,0.00010218591595692101,0.839034
0.0001,true,0.00010226442991462898,0.827787
0.0001,true,0.00010234294387233696,0.81623
0.0001,true,0.00010242145783004493,0.804373
0.0001,true,0.0001024999717877529,0.792228
0.0001,true,0.00010257848574546087,0.779805
0.0001,true,0.00010265699970316884,0.767119
0.0001,true,0.00010273551366087681,0.754179
0.0001,true,0.00010281402761858477,0.741
0.0001,true,0.00010285328459743875,0.734325
0.0001,true,0.00010289254157629274,0.727595
0.0001,true,0.00010297105553400071,0.713977
0.0001,true,0.00010304956949170867,0.700161
0.0001,true,0.00010312808344941664,0.68616
0.0001,true,0.00010320659740712461,0.671989
0.0001,true,0.00010328511136483258,0.657664
0.0001,true,0.00010336362532254055,0.643199
0.0001,true,0.00010344213928024852,0.62861
0.0001,true,0.0001035206532379565,0.613913
0.0001,true,0.00010359916719566445,0.599124
0.0001,true,0.00010363842417451844,0.591699
0.0001,true,0.00010367768115337242,0.584258
0.0001,true,0.0001037561951110804,0.569331
0.0001,true,0.00010383470906878835,0.554361
0.0001,true,0.00010391322302649632,0.539362
0.0001,true,0.0001039917369842043,0.524352
0.0001,true,0.00010407025094191227,0.509347
0.0001,true,0.00010414876489962024,0.494363
0.0001,true,0.00010422727885732821,0.479415
0.0001,true,0.00010430579281503618,0.464521
0.0001,true,0.00010438430677274414,0.449696
0.0001,true,0.00010442356375159812,0.442315
0.0001,true,0.00010446282073045211,0.434956
0.0001,true,0.00010454133468816008,0.420316
0.0001,true,0.00010461984864586804,0.405792
0.0001,true,0.00010469836260357601,0.391398
0.0001,true,0.00010477687656128398,0.377149
0.0001,true,0.00010485539051899195,0.36306
0.0001,true,0.00010493390447669992,0.349145
0.0001,true,0.0001050124184344079,0.335416
0.0001,true,0.00010509093239211587,0.321888
0.0001,true,0.00010516944634982382,0.308573
0.0001,true,0.00010520870332867781,0.301999
0.0001,true,0.0001052479603075318,0.295483
0.0001,true,0.00010532647426523977,0.28263
0.0001,true,0.00010540498822294772,0.270026
0.0001,true,0.0001054835021806557,0.257681
0.0001,true,0.00010556201613836367,0.245606
0.0001,true,0.00010564053009607164,0.23381
0.0001,true,0.00010571904405377961,0.222302
0.0001,true,0.00010579755801148758,0.211092
0.0001,true,0.00010587607196919555,0.200187
0.0001,true,0.00010595458592690351,0.189595
0.0001,true,0.0001059938429057575,0.184418
0.0001,true,0.00010603309988461148,0.179322
0.0001,true,0.00010611161384231945,0.169376
0.0001,true,0.00010619012780002741,0.159762
0.0001,true,0.00010626864175773538,0.150484
0.0001,true,0.00010634715571544335,0.141548
0.0001,true,0.00010642566967315132,0.132959
0.0001,true,0.00010650418363085929,0.124718
0.0001,true,0.00010658269758856726,0.11683
0.0001,true,0.00010666121154627524,0.109296
0.0001,true,0.00010673972550398319,0.102119
0.0001,true,0.00010677898248283718,0.0986649
0.0001,true,0.00010681823946169116,0.0953002
0.0001,true,0.00010689675341939914,0.08884
0.0001,true,0.00010697526737710709,0.082739
0.0001,true,0.00010705378133481506,0.0769969
0.0001,true,0.00010713229529252304,0.0716132
0.0001,true,0.000107210809250231,0.0665868
0.0001,true,0.00010728932320793898,0.0619162
0.0001,true,0.00010736783716564695,0.0575994
0.0001,true,0.00010744635112335492,0.053634
0.0001,true,0.00010752486508106289,0.0500173
0.0001,true,0.00010756412205991686,0.0483387
0.0001,true,0.00010760337903877085,0.046746
0.0001,true,0.00010768189299647882,0.0438168
0.0001,true,0.00010776040695418678,0.0412257
0.0001,true,0.00010783892091189475,0.0389685
0.0001,true,0.00010791743486960272,0.0370407
0.0001,true,0.00010799594882731069,0.0354374
0.0001,true,0.00010807446278501866,0.0341536
0.0001,true,0.00010815297674272663,0.0331838
0.0001,true,0.0001082314907004346,0.0325225
0.0001,true,0.00010831000465814258,0.0321637
0.0001,true,0.00010834926163699655,0.0320959
0.0001,true,0.00010838851861585053,0.0321014
0.0001,true,0.0001084670325735585,0.0323292
0.0001,true,0.00010854554653126646,0.0328405
0.0001,true,0.00010862406048897443,0.0336288
0.0001,true,0.0001087025744466824,0.0346871
0.0001,true,0.00010878108840439038,0.0360083
0.0001,true,0.00010885960236209835,0.0375854
0.0001,true,0.00010893811631980632,0.0394109
0.0001,true,0.00010901663027751429,0.0414775
0.0001,true,0.00010909514423522226,0.0437775
0.0001,true,0.00010913440121407623,0.0450126
0.0001,true,0.00010917365819293022,0.0463033
0.0001,true,0.00010925217215063819,0.0490471
0.0001,true,0.00010933068610834615,0.0520012
0.0001,true,0.00010940920006605412,0.0551574
0.0001,true,0.00010948771402376209,0.058508
0.0001,true,0.00010956622798147006,0.0620447
0.0001,true,0.00010964474193917803,0.0657595
0.0001,true,0.000109723255896886,0.0696443
0.0001,true,0.00010980176985459397,0.0736908
0.0001,true,0.00010988028381230195,0.0778907
0.0001,true,0.00010991954079115592,0.0800457
0.0001,true,0.00010991954079115593,0.0800457
0.0001,true,0.0001099587977700099,0.0822359
0.0001,true,0.00011003731172771787,0.086718
0.0001,true,0.00011011582568542583,0.0913287
0.0001,true,0.0001101943396431338,0.0960598
0.0001,true,0.00011027285360084177,0.100903
0.0001,true,0.00011035136755854975,0.10585
0.0001,true,0.00011042988151625772,0.110892
0.0001,true,0.00011050839547396569,0.116021
0.0001,true,0.00011058690943167366,0.121228
0.0001,true,0.00011066542338938163,0.126507
0.0001,true,0.0001107046803682356,0.12917
0.0001,true,0.00011074393734708959,0.131847
0.0001,true,0.00011082245130479756,0.137241
0.0001,true,0.00011090096526250552,0.142681
0.0001,true,0.00011097947922021349,0.148159
0.0001,true,0.00011105799317792146,0.153666
0.0001,true,0.00011113650713562943,0.159194
0.0001,true,0.0001112150210933374,0.164735
0.0001,true,0.00011129353505104537,0.170282
0.0001,true,0.00011137204900875334,0.175825
0.0001,true,0.00011145056296646132,0.181358
0.0001,true,0.00011148981994531529,0.184118
0.0001,true,0.00011152907692416927,0.186873
0.0001,true,0.00011160759088187724,0.192361
0.0001,true,0.0001116861048395852,0.197815
0.0001,true,0.00011176461879729317,0.203228
0.0001,true,0.00011184313275500114,0.208592
0.0001,true,0.00011192164671270912,0.213899
