# Low laser noise (LLN): injected common phase noise std. dev. 0 turns
# From Baynham et al., arXiv:2504.09158, doi:10.5281/zenodo.19592552 (CC BY 4.0)
# Source file: data_analysis/data/intermediate_data/excitation_fraction_corrected_with_phi_hln-lnl-repeat_63132_63134_63133_63135_63150_63149_63148_63151_63164_63163_63162_63331_63333_63332_0.csv
# Its header:
#   Excitation fraction dataset with debananaization applied and debug outputs included
#   Dataset description: hln-lnl-repeat
#   RIDs = 63132, 63134, 63133, 63135, 63150, 63149, 63148, 63151, 63164, 63163, 63162, 63331, 63333, 63332
#   atom_threshold_forward: 750000.0
#   atom_threshold_backward: 400000.0
#   Git version = 1ff632a-dirty
#   Scanned parameter = Std. dev. of both phase steps in turns
#   scanned parameter value = 0.0
#   phi units: radians
# Columns: shot index; t_s, seconds since the first shot of either run; phi_rad, applied clock laser phase step;
#   excitation_bottom / excitation_top, excitation fraction of the lower ('forward') and upper ('backward') interferometer
shot,t_s,phi_rad,excitation_bottom,excitation_top
3909,44238.588,6.092786,0.779797,0.813362
3910,44241.752,0.825065,0.648083,0.605507
3911,44244.995,2.602127,0.512209,0.574690
3912,44254.547,2.982926,0.767773,0.788068
3913,44260.906,4.633056,0.195979,0.172780
3914,44267.280,0.761598,0.725917,0.685049
3915,44270.476,5.775453,0.469903,0.484101
3916,44283.224,5.458121,0.326068,0.361260
3917,44292.793,3.934924,0.693840,0.646369
3918,44299.137,1.523196,0.145086,0.134451
3919,44305.510,2.919460,0.765726,0.781035
3920,44308.673,0.444266,0.866398,0.848932
3921,44311.852,3.300259,0.904002,0.895630
3922,44315.048,6.029319,0.727209,0.762581
3923,44318.227,1.142397,0.380038,0.336658
3924,44321.422,5.267721,0.179647,0.200221
3925,44324.585,4.125324,0.521250,0.470588
3926,44327.748,1.015464,0.506304,0.487447
3927,44330.927,4.379190,0.311289,0.284419
3928,44337.286,0.698132,0.761788,0.735364
3929,44343.677,0.253866,0.917606,0.908451
3930,44350.050,5.965853,0.721781,0.748610
3931,44356.408,3.490659,0.897611,0.881226
3932,44365.978,3.427192,0.902362,0.883193
3933,44372.336,5.521587,0.279648,0.324122
3934,44378.710,1.650129,0.104373,0.104463
3935,44381.907,6.283185,0.861403,0.864673
3936,44385.100,5.204254,0.117774,0.131725
3937,44391.474,3.109859,0.812081,0.817254
3938,44394.658,0.571199,0.824118,0.802814
3939,44401.044,2.348261,0.358946,0.381753
3940,44404.193,1.459730,0.205820,0.184539
3941,44413.777,1.840529,0.081995,0.081008
3942,44416.956,0.951998,0.625162,0.560189
3943,44423.315,6.219719,0.867467,0.889472
3944,44436.095,5.140788,0.105315,0.128205
3945,44439.308,2.284795,0.280139,0.334379
3946,44445.728,5.331188,0.157051,0.171707
3947,44477.615,4.442656,0.260738,0.233396
3948,44480.779,1.777063,0.075044,0.096152
3949,44483.957,6.156252,0.790898,0.820810
3950,44487.120,1.269330,0.260438,0.238228
3951,44499.853,2.157862,0.221730,0.247220
3952,44506.227,4.823455,0.090133,0.076152
3953,44512.617,0.000000,0.886025,0.892107
3954,44515.814,2.411728,0.377408,0.413306
3955,44518.991,1.967462,0.103646,0.121548
3956,44522.251,5.585054,0.346466,0.376264
3957,44534.983,0.126933,0.909257,0.902887
3958,44538.178,3.998391,0.599165,0.549649
3959,44541.373,0.190400,0.912397,0.915668
3960,44544.568,3.363725,0.899685,0.907097
3961,44550.990,1.903996,0.086020,0.079083
3962,44563.644,3.744525,0.804947,0.755189
3963,44576.391,3.807991,0.701183,0.664322
3964,44589.124,3.046393,0.783817,0.821598
3965,44592.319,0.317333,0.898297,0.897143
3966,44595.515,1.396263,0.259581,0.236506
3967,44598.726,3.681058,0.856542,0.825192
3968,44601.904,5.648520,0.323781,0.378579
3969,44608.263,2.221328,0.202409,0.241191
3970,44617.848,1.205864,0.439679,0.378495
3971,44624.223,4.569589,0.225411,0.193469
3972,44630.565,5.077321,0.092284,0.116410
3973,44633.797,4.696522,0.143756,0.119503
3974,44636.971,5.013855,0.082074,0.089329
3975,44646.525,2.792527,0.675294,0.717431
3976,44649.720,4.315723,0.392488,0.342807
3977,44656.142,4.506123,0.287084,0.248727
3978,44659.321,3.173326,0.902447,0.915647
3979,44665.680,2.665594,0.544522,0.601039
3980,44668.876,1.713596,0.084405,0.095065
3981,44672.038,0.380799,0.904738,0.880068
3982,44681.623,5.711987,0.498248,0.532858
3983,44684.818,4.252257,0.376509,0.325335
3984,44694.420,0.634665,0.803948,0.766046
3985,44703.957,1.078931,0.404002,0.370700
3986,44710.332,5.902386,0.640840,0.676038
3987,44713.512,4.886922,0.086996,0.085390
3988,44729.423,0.888531,0.650081,0.614447
3989,44742.173,2.729060,0.637185,0.673281
3990,44745.382,2.475194,0.428167,0.463487
3991,44754.983,3.363725,0.906939,0.902219
3992,44761.357,2.475194,0.423403,0.462303
3993,44764.520,3.681058,0.819116,0.794371
3994,44777.269,4.379190,0.320611,0.288652
3995,44780.496,1.015464,0.522180,0.498974
3996,44790.065,4.633056,0.158868,0.137963
3997,44793.260,1.205864,0.353975,0.329768
3998,44799.634,1.332797,0.295056,0.256717
3999,44805.993,0.634665,0.772308,0.747592
4000,44809.220,2.411728,0.353892,0.388439
4001,44812.415,5.585054,0.403125,0.437562
4002,44815.611,1.142397,0.364650,0.341921
4003,44821.952,0.444266,0.862861,0.812918
4004,44841.123,6.029319,0.731070,0.788352
4005,44844.318,2.792527,0.665960,0.683358
4006,44853.887,1.777063,0.082177,0.086498
4007,44860.230,0.825065,0.592585,0.543958
4008,44866.572,2.982926,0.791429,0.821833
4009,44872.982,3.998391,0.586736,0.557475
4010,44876.141,1.903996,0.096476,0.128106
4011,44882.500,4.759989,0.106447,0.088076
4012,44885.694,5.902386,0.710730,0.717699
4013,44888.862,3.236792,0.887871,0.885199
4014,44892.021,2.284795,0.260087,0.302407
4015,44895.200,6.219719,0.863857,0.887182
4016,44898.411,5.521587,0.315243,0.344460
4017,44901.606,0.000000,0.899044,0.904632
4018,44914.355,2.538661,0.477910,0.515608
4019,44920.713,3.490659,0.884752,0.870363
4020,44927.104,2.030929,0.119062,0.139210
4021,44943.032,3.934924,0.649424,0.598328
4022,44946.211,3.554125,0.861284,0.839371
4023,44952.554,4.125324,0.537506,0.503712
4024,44965.286,5.013855,0.086974,0.101915
4025,44971.660,3.744525,0.821606,0.781836
4026,44974.855,3.046393,0.820722,0.852898
4027,44981.214,0.190400,0.917550,0.931905
4028,44984.394,5.140788,0.112983,0.145076
4029,44987.588,0.951998,0.500576,0.462926
4030,44993.994,4.061857,0.568670,0.525127
4031,44997.173,1.840529,0.079328,0.084684
4032,45000.384,2.665594,0.529412,0.553478
4033,45016.328,6.156252,0.813291,0.825333
4034,45022.703,0.253866,0.916908,0.887376
4035,45029.125,3.300259,0.904762,0.895649
4036,45035.499,5.838920,0.595254,0.615408
4037,45041.846,4.950388,0.093198,0.094211
4038,45051.395,0.571199,0.862451,0.826406
4039,45054.574,4.315723,0.421534,0.359949
4040,45060.948,0.507732,0.880758,0.858410
4041,45064.143,4.886922,0.089261,0.095752
4042,45070.502,4.442656,0.310371,0.281198
4043,45073.745,5.775453,0.546803,0.578480
4044,45076.924,4.188790,0.461989,0.409235
4045,45086.510,0.317333,0.936706,0.914311
4046,45089.721,6.283185,0.881913,0.890897
4047,45096.047,1.269330,0.297433,0.268247
4048,45099.226,5.267721,0.180883,0.213853
4049,45102.390,2.919460,0.737535,0.768332
4050,45115.074,5.711987,0.458996,0.472130
4051,45121.416,1.459730,0.182992,0.164402
4052,45124.595,5.077321,0.091739,0.114581
4053,45130.938,2.729060,0.620990,0.656643
4054,45143.642,4.569589,0.187418,0.164616
4055,45150.013,0.761598,0.656094,0.636329
4056,45153.224,0.888531,0.675326,0.642666
4057,45156.434,1.967462,0.099668,0.114056
4058,45159.630,4.696522,0.150259,0.124027
4059,45162.825,0.126933,0.923457,0.924570
4060,45175.542,2.221328,0.205212,0.245109
4061,45185.079,3.173326,0.847799,0.868166
4062,45188.275,5.204254,0.156887,0.180550
4063,45191.469,2.157862,0.172177,0.195844
4064,45197.907,4.506123,0.206876,0.189787
4065,45201.086,4.823455,0.086839,0.085779
4066,45210.656,2.602127,0.490031,0.501625
4067,45213.839,6.092786,0.815145,0.834154
4068,45217.030,5.648520,0.323882,0.380838
4069,45223.420,1.713596,0.084760,0.091144
4070,45226.631,0.698132,0.723301,0.692410
4071,45252.049,3.807991,0.772074,0.727348
4072,45267.898,3.109859,0.869030,0.884572
4073,45271.092,5.965853,0.669996,0.701090
4074,45290.215,2.855993,0.730350,0.772491
4075,45293.394,3.617592,0.829129,0.801472
4076,45299.784,3.427192,0.899491,0.896673
4077,45306.190,2.348261,0.265469,0.310074
4078,45318.907,1.650129,0.096404,0.090140
4079,45328.445,1.523196,0.111606,0.100178
4080,45341.226,5.331188,0.183638,0.225012
4081,45344.389,2.094395,0.176594,0.209313
4082,45350.811,5.458121,0.227520,0.272063
4083,45354.007,3.871458,0.686172,0.667060
4084,45357.185,1.396263,0.201223,0.180852
4085,45363.544,1.078931,0.489622,0.464068
4086,45366.739,5.394654,0.243365,0.280236
4087,45373.129,0.063467,0.874756,0.888679
4088,45379.471,1.586663,0.122278,0.107506
4089,45382.715,0.380799,0.907859,0.885921
4090,45389.040,4.252257,0.437413,0.402056
4091,45395.414,5.458121,0.359868,0.389085
4092,45404.953,2.538661,0.418956,0.464227
4093,45411.343,2.665594,0.646596,0.690355
4094,45433.629,0.634665,0.798376,0.768338
4095,45436.807,4.252257,0.393434,0.343149
4096,45439.970,1.205864,0.332133,0.313751
4097,45446.345,6.156252,0.777676,0.799863
4098,45452.703,5.965853,0.693682,0.729013
4099,45455.901,4.886922,0.103296,0.105670
4100,45468.615,0.444266,0.898741,0.873850
4101,45478.152,1.459730,0.157839,0.153788
4102,45484.510,3.427192,0.895570,0.883742
4103,45490.868,1.396263,0.242503,0.216356
4104,45494.064,5.140788,0.124035,0.148029
4105,45497.259,2.094395,0.175882,0.191255
4106,45506.828,5.077321,0.098419,0.110656
4107,45509.991,2.729060,0.647146,0.694361
4108,45516.382,0.825065,0.654271,0.598825
4109,45525.999,5.267721,0.144966,0.166529
4110,45529.210,2.855993,0.697288,0.740447
4111,45532.373,2.919460,0.738977,0.765686
4112,45535.536,4.188790,0.435508,0.385570
4113,45538.699,6.029319,0.699123,0.724311
4114,45541.879,0.380799,0.892910,0.888636
4115,45548.301,1.078931,0.442150,0.396412
4116,45561.018,5.648520,0.417968,0.455529
4117,45567.408,1.967462,0.102848,0.111107
4118,45570.587,0.190400,0.903706,0.911603
4119,45573.784,2.602127,0.566241,0.599271
4120,45580.156,5.013855,0.088075,0.093540
4121,45583.416,3.300259,0.891825,0.895077
4122,45586.626,4.950388,0.093827,0.095304
4123,45589.822,2.284795,0.249521,0.292596
4124,45593.144,4.061857,0.594344,0.528653
4125,45599.535,4.379190,0.350268,0.300011
4126,45605.877,1.713596,0.092923,0.107134
4127,45609.088,3.363725,0.908571,0.904176
4128,45618.642,1.650129,0.093240,0.090396
4129,45625.002,5.331188,0.242062,0.275659
4130,45628.163,4.823455,0.108754,0.112547
4131,45634.521,3.998391,0.571076,0.509631
4132,45647.320,0.507732,0.864299,0.840728
4133,45653.692,5.521587,0.300279,0.324016
4134,45660.082,2.221328,0.222246,0.259613
4135,45663.277,2.475194,0.440333,0.487404
4136,45666.441,1.015464,0.528105,0.495526
4137,45675.993,4.125324,0.530562,0.499501
4138,45679.205,0.888531,0.543190,0.486702
4139,45682.368,3.681058,0.822473,0.791353
4140,45685.579,1.269330,0.321780,0.293135
4141,45688.790,1.142397,0.399273,0.354034
4142,45691.939,0.000000,0.848499,0.867517
4143,45698.279,2.348261,0.335507,0.388431
4144,45701.475,1.840529,0.081641,0.085519
4145,45707.834,5.711987,0.464875,0.487744
4146,45717.450,1.903996,0.094166,0.094875
4147,45720.629,3.617592,0.808655,0.762959
4148,45727.020,4.569589,0.176466,0.169934
4149,45736.589,4.759989,0.160436,0.141236
4150,45742.995,4.315723,0.395001,0.357673
4151,45749.401,2.411728,0.391716,0.433989
4152,45752.584,3.934924,0.656909,0.610939
4153,45758.922,2.982926,0.703863,0.744044
4154,45765.312,1.332797,0.241565,0.192188
4155,45768.508,5.394654,0.242396,0.286652
4156,45771.719,2.792527,0.619138,0.652175
4157,45778.093,5.585054,0.376187,0.400929
4158,45781.272,5.838920,0.626227,0.645034
4159,45787.630,0.951998,0.524305,0.460472
4160,45797.217,4.442656,0.273892,0.253448
4161,45800.411,6.283185,0.858433,0.895028
4162,45803.591,4.506123,0.230327,0.187956
4163,45810.013,0.698132,0.732431,0.688748
4164,45813.207,3.554125,0.861466,0.828572
4165,45819.613,3.490659,0.901303,0.885959
4166,45838.880,3.744525,0.765680,0.735337
4167,45848.418,0.253866,0.909655,0.902381
4168,45851.597,0.126933,0.914853,0.914062
4169,45854.824,6.092786,0.771796,0.795535
4170,45858.003,0.761598,0.694590,0.645383
4171,45861.215,1.586663,0.143812,0.128047
4172,45867.589,3.871458,0.750610,0.705235
4173,45873.934,6.219719,0.830494,0.851358
4174,45877.126,1.523196,0.142381,0.110442
4175,45880.305,0.317333,0.926551,0.907365
4176,45909.093,2.157862,0.193182,0.207547
4177,45912.336,3.046393,0.829118,0.855705
4178,45921.874,1.777063,0.084083,0.103469
4179,45931.443,3.109859,0.806087,0.836252
4180,45934.670,0.063467,0.909501,0.900792
4181,45937.866,3.236792,0.883764,0.887065
4182,45944.208,5.204254,0.117045,0.135298
4183,45947.372,3.173326,0.893963,0.895048
4184,45956.972,2.030929,0.149143,0.176445
4185,45972.916,5.902386,0.720223,0.762366
4186,45979.306,4.696522,0.136156,0.106377
4187,45982.501,5.775453,0.501242,0.559000
4188,45988.828,4.633056,0.195365,0.172201
4189,46001.559,3.807991,0.799977,0.758598
4190,46020.698,0.571199,0.816260,0.769984
4191,46030.252,1.015464,0.570209,0.504273
4192,46043.048,2.729060,0.606941,0.638346
4193,46062.267,5.267721,0.169725,0.189485
4194,46068.625,2.157862,0.180401,0.215328
4195,46074.987,1.903996,0.104254,0.113339
4196,46078.162,4.125324,0.524057,0.476616
4197,46081.373,5.521587,0.320116,0.357083
4198,46090.958,4.886922,0.095329,0.081480
4199,46094.169,5.965853,0.656888,0.705019
4200,46100.609,2.792527,0.636104,0.673582
4201,46110.193,2.094395,0.203129,0.229074
4202,46113.388,1.078931,0.410196,0.378094
4203,46119.778,4.188790,0.546327,0.527505
4204,46122.958,6.029319,0.745219,0.773440
4205,46126.140,2.665594,0.630150,0.690452
4206,46132.575,1.586663,0.126635,0.093324
4207,46135.755,2.982926,0.793555,0.816849
4208,46138.935,5.140788,0.117858,0.145605
4209,46142.128,0.571199,0.834341,0.803748
4210,46145.291,0.253866,0.920720,0.906747
4211,46148.456,2.855993,0.682597,0.707209
4212,46167.626,1.840529,0.089995,0.094026
4213,46170.853,4.759989,0.101736,0.107400
4214,46174.032,1.650129,0.100291,0.083027
4215,46177.211,3.807991,0.751695,0.685460
4216,46189.927,6.092786,0.787798,0.817141
4217,46193.122,0.126933,0.919619,0.923950
4218,46209.114,0.634665,0.725004,0.682048
4219,46212.277,1.396263,0.208401,0.179537
4220,46218.620,6.156252,0.779189,0.810253
4221,46237.790,4.252257,0.413732,0.375465
4222,46240.969,1.777063,0.092395,0.101484
4223,46244.133,3.490659,0.889253,0.888062
4224,46253.718,0.888531,0.608349,0.569810
4225,46256.881,5.902386,0.646042,0.676314
4226,46263.272,1.205864,0.343052,0.320372
4227,46266.439,1.523196,0.129480,0.114461
4228,46276.068,5.838920,0.572703,0.623607
4229,46279.280,3.554125,0.879238,0.861263
4230,46285.654,3.109859,0.856203,0.872054
4231,46288.833,5.711987,0.469169,0.531630
4232,46301.550,3.046393,0.781014,0.796933
4233,46311.167,5.204254,0.152621,0.177224
4234,46314.346,2.221328,0.244276,0.283104
4235,46323.900,3.300259,0.897720,0.903926
4236,46333.469,4.950388,0.084662,0.085960
4237,46336.634,3.363725,0.892257,0.893640
4238,46339.827,2.348261,0.269511,0.314995
4239,46346.234,6.283185,0.872732,0.890096
4240,46352.639,0.507732,0.848572,0.841300
4241,46355.834,0.190400,0.916272,0.906446
4242,46359.013,5.013855,0.083826,0.089861
4243,46365.387,4.823455,0.082143,0.074525
4244,46368.598,6.219719,0.834539,0.862360
4245,46371.778,0.063467,0.904879,0.914769
4246,46378.153,5.775453,0.575386,0.613157
4247,46390.934,5.077321,0.084473,0.096488
4248,46397.259,3.427192,0.904829,0.883056
4249,46400.438,0.444266,0.882792,0.861368
4250,46403.633,2.284795,0.253634,0.269309
4251,46406.828,0.825065,0.678129,0.636493
4252,46410.007,1.269330,0.255078,0.224652
4253,46413.219,3.681058,0.801297,0.766286
4254,46419.594,3.998391,0.694285,0.667068
4255,46422.755,3.173326,0.868540,0.884295
4256,46432.341,5.458121,0.276435,0.332638
4257,46438.731,4.379190,0.272355,0.239185
4258,46448.270,5.648520,0.488168,0.528856
4259,46457.870,4.696522,0.153888,0.123440
4260,46477.024,4.442656,0.271047,0.241697
4261,46480.219,3.934924,0.695895,0.653936
4262,46489.741,2.475194,0.431999,0.464577
4263,46496.084,3.871458,0.787496,0.742630
4264,46502.474,4.506123,0.210472,0.166479
4265,46505.655,1.459730,0.221203,0.195096
4266,46508.832,2.538661,0.479871,0.537447
4267,46512.027,5.585054,0.338980,0.399758
4268,46524.744,4.633056,0.149281,0.116408
4269,46527.923,2.411728,0.322634,0.348182
4270,46531.102,0.761598,0.650465,0.600052
4271,46534.297,0.000000,0.891004,0.895745
4272,46537.478,4.061857,0.605855,0.542398
4273,46550.209,2.919460,0.755643,0.777529
4274,46553.377,5.394654,0.297712,0.336643
4275,46562.957,4.569589,0.192230,0.177853
4276,46575.676,4.315723,0.359406,0.338149
4277,46582.032,3.617592,0.870308,0.840987
4278,46585.212,0.380799,0.902309,0.877332
4279,46591.634,3.744525,0.787115,0.755413
4280,46607.562,2.602127,0.478152,0.526636
4281,46613.920,1.142397,0.346753,0.330496
4282,46620.311,0.951998,0.529251,0.498363
4283,46623.489,1.713596,0.088893,0.080187
4284,46629.927,3.236792,0.897513,0.903104
4285,46633.123,0.317333,0.908554,0.898308
4286,46639.483,1.967462,0.107600,0.100654
4287,46642.661,0.698132,0.732266,0.684743
4288,46645.877,2.030929,0.125066,0.154615
4289,46649.066,1.332797,0.251941,0.230721
4290,46665.042,5.331188,0.212254,0.236748
4291,46671.385,3.427192,0.902435,0.889673
4292,46674.581,4.633056,0.190265,0.158353
4293,46684.149,2.411728,0.370226,0.413106
4294,46690.539,4.252257,0.460492,0.413448
4295,46693.735,3.998391,0.660646,0.601741
4296,46703.303,5.521587,0.333629,0.375346
4297,46706.482,5.331188,0.187351,0.220256
4298,46709.677,4.569589,0.198547,0.171767
4299,46712.856,0.507732,0.839288,0.815874
4300,46716.052,5.140788,0.117946,0.137767
4301,46719.247,4.506123,0.255956,0.221953
4302,46722.441,0.951998,0.524054,0.499438
4303,46725.637,3.934924,0.622346,0.571759
4304,46728.833,1.142397,0.379947,0.342877
4305,46732.060,1.015464,0.509570,0.439774
4306,46744.855,1.459730,0.178325,0.152529
4307,46751.245,3.617592,0.821862,0.772732
4308,46754.410,0.444266,0.891919,0.858423
4309,46760.815,0.698132,0.705369,0.663441
4310,46763.994,4.125324,0.484294,0.449817
4311,46773.531,5.458121,0.319293,0.365607
4312,46779.905,0.634665,0.772970,0.748670
4313,46799.059,6.092786,0.735919,0.774092
4314,46811.920,1.777063,0.088804,0.083963
4315,46818.278,2.665594,0.531736,0.564850
4316,46827.799,5.902386,0.551944,0.590372
4317,46840.516,3.046393,0.810761,0.851211
4318,46843.711,6.029319,0.751725,0.787952
4319,46846.878,5.077321,0.091720,0.091811
4320,46856.427,2.919460,0.780974,0.810424
4321,46862.818,3.490659,0.900697,0.905823
4322,46875.599,0.571199,0.889683,0.848703
4323,46878.937,5.267721,0.151438,0.181220
4324,46888.474,0.825065,0.635531,0.579955
4325,46894.865,1.523196,0.120209,0.122660
4326,46904.371,0.380799,0.887480,0.872342
4327,46907.551,1.205864,0.318320,0.279924
4328,46913.908,5.585054,0.367152,0.399836
4329,46917.135,1.840529,0.089316,0.103613
4330,46920.330,2.792527,0.635716,0.672413
4331,46923.509,2.538661,0.426890,0.457606
4332,46926.688,3.173326,0.868791,0.898558
4333,46933.127,2.729060,0.613854,0.672117
4334,46936.306,1.586663,0.125594,0.122396
4335,46945.859,0.000000,0.884507,0.901563
4336,46952.234,1.396263,0.170411,0.155290
4337,46955.430,3.363725,0.896429,0.884336
4338,46961.819,4.696522,0.108397,0.090809
4339,46974.615,4.886922,0.077318,0.088571
4340,46980.974,5.775453,0.580989,0.628840
4341,46993.755,4.379190,0.331826,0.283958
4342,47006.552,0.761598,0.732227,0.698924
4343,47009.779,2.221328,0.198007,0.228730
4344,47012.990,5.711987,0.411782,0.462137
4345,47016.185,4.188790,0.499887,0.449783
4346,47019.380,3.554125,0.873672,0.858839
4347,47025.754,3.871458,0.721035,0.669278
4348,47032.113,1.332797,0.282222,0.266814
4349,47035.324,0.063467,0.910651,0.929537
4350,47048.056,2.030929,0.136201,0.159289
4351,47054.463,0.888531,0.636754,0.601010
4352,47060.884,1.903996,0.104101,0.122015
4353,47070.438,0.317333,0.918014,0.899816
4354,47076.796,4.315723,0.406251,0.358492
4355,47079.992,4.061857,0.566690,0.524052
4356,47083.186,2.475194,0.405177,0.459542
4357,47086.366,3.236792,0.873305,0.886192
4358,47089.544,0.190400,0.912936,0.921119
4359,47092.742,4.759989,0.116919,0.106023
4360,47099.098,5.648520,0.429649,0.458181
4361,47118.188,2.348261,0.304580,0.365672
4362,47130.873,3.681058,0.860268,0.837381
4363,47134.053,6.156252,0.797913,0.816008
4364,47137.248,1.967462,0.111336,0.116360
4365,47140.443,2.855993,0.754170,0.771027
4366,47146.788,2.157862,0.203832,0.226821
4367,47156.323,4.950388,0.088964,0.070234
4368,47159.502,3.109859,0.863399,0.881704
4369,47169.088,1.078931,0.414279,0.375194
4370,47175.510,1.650129,0.099397,0.089711
4371,47178.721,2.602127,0.443842,0.489020
4372,47185.065,0.126933,0.911216,0.913436
4373,47188.290,6.283185,0.864497,0.873664
4374,47191.453,6.219719,0.832169,0.882512
4375,47197.815,3.807991,0.728154,0.698283
4376,47207.397,0.253866,0.913673,0.910022
4377,47210.641,5.838920,0.567568,0.615726
4378,47217.030,3.300259,0.914037,0.899964
4379,47220.193,2.982926,0.770027,0.810759
4380,47236.120,1.713596,0.091139,0.105402
4381,47242.495,5.965853,0.653474,0.675735
4382,47245.691,5.394654,0.214803,0.233796
4383,47258.327,2.094395,0.159085,0.184543
4384,47267.928,4.442656,0.240672,0.214207
4385,47271.139,5.204254,0.141971,0.166330
4386,47274.350,4.823455,0.097145,0.090983
4387,47283.904,5.013855,0.087351,0.084516
4388,47290.280,1.269330,0.286668,0.236390
4389,47296.620,2.284795,0.271062,0.318893
4390,47299.848,3.744525,0.772710,0.740657
4391,47306.206,2.665594,0.508347,0.539713
4392,47309.385,2.792527,0.692822,0.729036
4393,47312.580,4.886922,0.088807,0.073279
4394,47315.759,2.602127,0.491336,0.509589
4395,47325.329,6.156252,0.765691,0.784239
4396,47328.508,1.142397,0.354581,0.312917
4397,47334.850,5.140788,0.123041,0.153351
4398,47344.387,3.744525,0.828366,0.785325
4399,47347.566,4.252257,0.415814,0.380483
4400,47357.184,4.315723,0.368928,0.329966
4401,47366.801,0.253866,0.909911,0.904079
4402,47373.159,0.190400,0.917551,0.903673
4403,47379.518,1.078931,0.433465,0.408371
4404,47382.680,2.919460,0.708627,0.745183
4405,47385.860,1.586663,0.105845,0.088268
4406,47389.055,2.348261,0.295412,0.335436
4407,47395.461,6.219719,0.860069,0.878819
4408,47405.000,0.634665,0.741190,0.698268
4409,47411.324,5.458121,0.240208,0.249216
4410,47420.894,1.459730,0.161843,0.137202
4411,47424.105,0.507732,0.870034,0.847459
4412,47427.285,2.221328,0.246982,0.283420
4413,47440.022,0.761598,0.683760,0.645219
4414,47446.343,5.267721,0.147687,0.181129
4415,47452.734,2.855993,0.716270,0.754787
4416,47455.944,1.269330,0.265807,0.247076
4417,47471.935,3.490659,0.901638,0.897076
4418,47478.343,3.427192,0.900238,0.880261
4419,47481.553,4.696522,0.151102,0.123022
4420,47484.732,5.331188,0.217654,0.246756
4421,47497.448,5.711987,0.430906,0.477517
4422,47500.612,1.015464,0.425010,0.368745
4423,47506.954,2.729060,0.572720,0.628718
4424,47510.133,1.523196,0.184567,0.166909
4425,47522.882,3.173326,0.868196,0.880764
4426,47526.063,5.013855,0.080841,0.085196
4427,47529.240,0.000000,0.886972,0.902795
4428,47538.841,2.411728,0.316031,0.351648
4429,47548.396,2.157862,0.199804,0.228922
4430,47551.621,3.363725,0.899071,0.887000
4431,47557.996,3.934924,0.653623,0.603763
4432,47567.555,5.521587,0.335258,0.365245
4433,47570.745,1.650129,0.117700,0.101440
4434,47596.161,3.109859,0.853463,0.862886
4435,47599.356,4.442656,0.339783,0.293363
4436,47605.747,1.840529,0.085893,0.093795
4437,47608.926,1.205864,0.312471,0.273652
4438,47615.316,4.506123,0.262983,0.220426
4439,47624.869,0.317333,0.934422,0.913386
4440,47628.066,4.759989,0.137313,0.116493
4441,47637.650,0.951998,0.593227,0.555580
4442,47644.041,5.965853,0.641294,0.669495
4443,47653.594,5.775453,0.523730,0.562561
4444,47656.760,1.777063,0.079748,0.079596
4445,47666.374,5.838920,0.580856,0.624891
4446,47679.138,3.236792,0.888152,0.907308
4447,47682.318,3.998391,0.589793,0.546282
4448,47691.887,4.569589,0.178764,0.171030
4449,47698.263,4.125324,0.498843,0.449506
4450,47701.457,6.092786,0.740881,0.751497
4451,47704.651,3.554125,0.881672,0.856145
4452,47707.847,5.394654,0.202095,0.238205
4453,47714.220,6.283185,0.872969,0.891493
4454,47717.416,4.188790,0.365644,0.331898
4455,47730.180,0.888531,0.595831,0.553539
4456,47733.376,4.633056,0.162655,0.139361
4457,47736.538,1.903996,0.080973,0.094625
4458,47739.717,5.077321,0.088116,0.120087
4459,47742.881,4.379190,0.320468,0.272643
4460,47752.481,3.681058,0.805504,0.770009
4461,47758.888,1.332797,0.172931,0.159998
4462,47768.473,5.648520,0.400125,0.442928
4463,47771.684,3.617592,0.858267,0.830683
4464,47778.043,0.698132,0.788748,0.756486
4465,47781.253,1.967462,0.127574,0.133822
4466,47790.886,5.204254,0.112341,0.112325
4467,47797.229,0.444266,0.882973,0.871502
4468,47800.393,5.585054,0.363867,0.382122
4469,47809.899,2.094395,0.167197,0.194342
4470,47813.060,0.571199,0.817102,0.773584
4471,47819.483,3.807991,0.737857,0.727946
4472,47825.825,0.126933,0.907073,0.910429
4473,47829.036,1.713596,0.090898,0.085229
4474,47832.215,4.061857,0.582533,0.535471
4475,47835.395,2.475194,0.398553,0.427889
4476,47844.995,2.538661,0.449926,0.484215
4477,47848.175,2.030929,0.153702,0.173243
4478,47851.354,3.300259,0.893403,0.905137
4479,47854.518,1.396263,0.159796,0.170496
4480,47864.135,5.902386,0.595872,0.630205
4481,47867.298,6.029319,0.788640,0.822370
4482,47896.039,4.950388,0.089605,0.085052
4483,47902.380,0.063467,0.874765,0.882455
4484,47905.576,3.871458,0.686645,0.653774
4485,47908.788,0.825065,0.726900,0.697584
4486,47918.341,2.982926,0.771106,0.785624
4487,47921.502,4.823455,0.095377,0.078601
4488,47927.877,0.380799,0.884894,0.859744
4489,47931.041,2.284795,0.228395,0.234570
4490,47937.399,3.046393,0.830301,0.849157
4491,47943.789,5.965853,0.681454,0.711751
4492,47950.131,0.190400,0.916637,0.906626
4493,47953.328,4.315723,0.329564,0.315197
4494,47956.522,1.459730,0.210507,0.182507
