# High laser noise (HLN): injected common phase noise std. dev. 2 turns
# From Baynham et al., arXiv:2504.09158, doi:10.5281/zenodo.19592552 (CC BY 4.0)
# Source file: data_analysis/data/intermediate_data/excitation_fraction_corrected_with_phi_hln-lnl-repeat_63132_63134_63133_63135_63150_63149_63148_63151_63164_63163_63162_63331_63333_63332_2.csv
# Its header:
#   Excitation fraction dataset with debananaization applied and debug outputs included
#   Dataset description: hln-lnl-repeat
#   RIDs = 63132, 63134, 63133, 63135, 63150, 63149, 63148, 63151, 63164, 63163, 63162, 63331, 63333, 63332
#   atom_threshold_forward: 750000.0
#   atom_threshold_backward: 400000.0
#   Git version = 1ff632a-dirty
#   Scanned parameter = Std. dev. of both phase steps in turns
#   scanned parameter value = 2.0
#   phi units: radians
# Columns: shot index; t_s, seconds since the first shot of either run; phi_rad, applied clock laser phase step;
#   excitation_bottom / excitation_top, excitation fraction of the lower ('forward') and upper ('backward') interferometer
shot,t_s,phi_rad,excitation_bottom,excitation_top
11566,95185.106,2.475194,0.130597,0.161431
11567,95188.286,5.140788,0.423063,0.471979
11568,95191.464,0.951998,0.652471,0.619616
11569,95194.644,4.569589,0.081854,0.080663
11570,95197.806,0.507732,0.234010,0.207488
11571,95204.149,0.761598,0.835120,0.855330
11572,95210.524,2.982926,0.285491,0.328446
11573,95216.865,2.538661,0.112719,0.110225
11574,95220.044,2.284795,0.279652,0.265410
11575,95223.226,1.903996,0.860699,0.864796
11576,95226.451,2.411728,0.404392,0.442073
11577,95245.478,2.919460,0.834866,0.802528
11578,95248.689,1.523196,0.090423,0.098200
11579,95251.855,4.506123,0.413665,0.456295
11580,95255.048,4.315723,0.922810,0.912237
11581,95261.421,5.711987,0.675051,0.710730
11582,95264.585,2.348261,0.174845,0.155079
11583,95270.991,1.713596,0.167661,0.160431
11584,95274.172,0.571199,0.131999,0.112027
11585,95277.333,5.458121,0.329814,0.369108
11586,95283.664,0.634665,0.253355,0.269689
11587,95290.034,0.126933,0.536329,0.582536
11588,95302.767,2.792527,0.283968,0.302227
11589,95315.500,1.269330,0.917605,0.908571
11590,95318.662,5.521587,0.903212,0.897137
11591,95325.053,1.205864,0.224634,0.252236
11592,95331.491,4.188790,0.089968,0.095145
11593,95337.833,3.046393,0.389585,0.335686
11594,95347.371,2.030929,0.619543,0.662223
11595,95360.104,4.125324,0.748823,0.806829
11596,95366.431,4.886922,0.262012,0.300294
11597,95372.772,4.823455,0.287064,0.309913
11598,95375.939,5.013855,0.423239,0.392900
11599,95379.098,1.650129,0.091234,0.104928
11600,95385.489,0.444266,0.482367,0.528656
11601,95388.667,5.838920,0.282106,0.237979
11602,95395.074,0.380799,0.224106,0.246452
11603,95398.255,2.157862,0.694607,0.729771
11604,95404.579,2.855993,0.564975,0.614384
11605,95417.312,3.807991,0.573585,0.642441
11606,95420.475,1.777063,0.903196,0.922104
11607,95430.061,6.029319,0.080956,0.087155
11608,95433.256,4.696522,0.675334,0.639372
11609,95442.830,4.759989,0.127115,0.142298
11610,95449.232,1.142397,0.904232,0.878570
11611,95455.606,5.394654,0.828145,0.802018
11612,95458.770,1.967462,0.094028,0.122744
11613,95461.981,5.585054,0.875616,0.842467
11614,95468.307,5.965853,0.090570,0.093542
11615,95480.960,0.317333,0.085005,0.096372
11616,95490.513,6.156252,0.391777,0.427316
11617,95493.678,2.729060,0.163572,0.195103
11618,95496.871,3.617592,0.690682,0.642160
11619,95509.557,3.744525,0.234781,0.191353
11620,95528.599,3.236792,0.281345,0.314020
11621,95534.957,1.078931,0.856489,0.820459
11622,95538.136,3.554125,0.366668,0.423452
11623,95541.299,3.109859,0.721331,0.688382
11624,95553.984,5.267721,0.849326,0.814210
11625,95566.701,2.602127,0.908336,0.896479
11626,95569.896,5.331188,0.267633,0.295668
11627,95573.090,1.459730,0.298888,0.320494
11628,95576.286,3.871458,0.578757,0.530753
11629,95585.871,5.648520,0.705095,0.735225
11630,95595.409,1.586663,0.404092,0.365592
11631,95598.588,6.092786,0.138333,0.124150
11632,95601.768,0.063467,0.146118,0.121623
11633,95614.548,1.840529,0.239283,0.198967
11634,95617.727,4.252257,0.909170,0.887427
11635,95627.280,0.253866,0.682578,0.631379
11636,95633.623,4.442656,0.591394,0.655737
11637,95646.356,0.888531,0.828484,0.786981
11638,95652.730,4.633056,0.448580,0.418067
11639,95671.789,5.077321,0.700512,0.648514
11640,95674.954,4.950388,0.655330,0.686312
11641,95678.115,0.698132,0.261457,0.291150
11642,95681.294,3.363725,0.305507,0.351692
11643,95684.490,4.061857,0.382306,0.327563
11644,95687.701,2.665594,0.222596,0.193926
11645,95697.240,0.190400,0.907694,0.916175
11646,95700.418,1.396263,0.539784,0.560976
11647,95706.776,4.252257,0.445957,0.382516
11648,95709.939,1.586663,0.103733,0.101109
11649,95716.297,5.204254,0.085413,0.099161
11650,95725.867,1.015464,0.254532,0.277812
11651,95729.047,4.696522,0.221965,0.181004
11652,95735.420,5.521587,0.844119,0.803413
11653,95741.810,2.729060,0.090730,0.113202
11654,95748.169,0.126933,0.154300,0.118903
11655,95760.934,5.775453,0.920811,0.904414
11656,95764.096,1.523196,0.715949,0.748544
11657,95770.470,5.013855,0.185680,0.162122
11658,95773.651,2.157862,0.100369,0.122953
11659,95776.877,0.190400,0.886031,0.891492
11660,95783.251,5.267721,0.318467,0.290293
11661,95805.553,3.490659,0.306659,0.348130
11662,95808.764,3.744525,0.411439,0.369190
11663,95811.943,1.903996,0.753548,0.784374
11664,95821.497,0.507732,0.728767,0.708085
11665,95824.645,3.807991,0.923284,0.919922
11666,95834.151,3.554125,0.515915,0.561415
11667,95837.314,1.269330,0.466991,0.416857
11668,95840.526,1.713596,0.635967,0.599996
11669,95846.898,0.571199,0.736920,0.698251
11670,95856.468,2.475194,0.112467,0.130143
11671,95859.631,3.363725,0.718542,0.746091
11672,95862.810,5.902386,0.164346,0.190057
11673,95866.005,4.379190,0.711892,0.660376
11674,95869.168,4.886922,0.833004,0.854198
11675,95872.350,4.125324,0.094093,0.112383
11676,95881.917,3.109859,0.427208,0.388322
11677,95888.307,3.681058,0.435251,0.481241
11678,95904.235,1.650129,0.239258,0.283596
11679,95910.561,6.283185,0.749903,0.710747
11680,95913.757,2.665594,0.901871,0.910042
11681,95920.114,0.634665,0.455618,0.399347
11682,95932.862,3.300259,0.664695,0.614978
11683,95939.206,4.188790,0.830065,0.822245
11684,95945.580,0.825065,0.087302,0.105423
11685,95951.921,0.000000,0.096618,0.079430
11686,95955.116,3.173326,0.143125,0.167348
11687,95958.296,6.029319,0.923346,0.915254
11688,95961.474,5.077321,0.876056,0.896957
11689,95971.108,1.332797,0.600569,0.544028
11690,95977.498,4.442656,0.424168,0.353323
11691,95980.693,1.777063,0.095463,0.108879
11692,95983.872,3.046393,0.247482,0.292581
11693,95990.246,2.221328,0.905594,0.907093
11694,95996.589,2.919460,0.845414,0.788271
11695,96002.947,2.538661,0.187260,0.199332
11696,96006.126,5.711987,0.834113,0.812018
11697,96009.354,2.855993,0.090959,0.093695
11698,96012.516,0.951998,0.844873,0.811985
11699,96022.086,5.458121,0.488798,0.462540
11700,96041.209,5.965853,0.418678,0.466510
11701,96050.714,3.998391,0.150694,0.132870
11702,96060.220,6.092786,0.388145,0.318831
11703,96063.383,1.967462,0.877556,0.851085
11704,96069.725,0.698132,0.204222,0.235813
11705,96079.311,4.633056,0.343159,0.375804
11706,96092.028,1.205864,0.083604,0.086615
11707,96098.386,1.142397,0.098075,0.095885
11708,96101.565,5.838920,0.080906,0.099372
11709,96114.282,1.840529,0.476704,0.505519
11710,96120.640,2.030929,0.078549,0.079291
11711,96149.363,5.140788,0.696949,0.658293
11712,96152.542,3.236792,0.665499,0.702177
11713,96155.710,0.761598,0.095966,0.093525
11714,96165.259,4.950388,0.798374,0.762828
11715,96168.422,5.648520,0.493575,0.544936
11716,96171.585,5.394654,0.865660,0.856289
11717,96181.155,6.156252,0.913343,0.902141
11718,96190.693,0.444266,0.634738,0.584376
11719,96193.856,4.506123,0.141102,0.172755
11720,96197.068,1.078931,0.250524,0.218230
11721,96200.246,3.934924,0.754947,0.802000
11722,96206.589,2.411728,0.296764,0.273949
11723,96216.158,0.317333,0.211129,0.240339
11724,96219.339,1.459730,0.782497,0.803865
11725,96225.664,4.759989,0.860055,0.870717
11726,96228.859,3.617592,0.095802,0.101069
11727,96232.054,2.284795,0.824208,0.845556
11728,96235.233,0.380799,0.818605,0.827266
11729,96238.397,2.094395,0.602318,0.627606
11730,96241.594,0.253866,0.102440,0.102693
11731,96247.950,4.569589,0.755302,0.697422
11732,96254.324,6.219719,0.899624,0.892605
11733,96267.009,0.063467,0.113901,0.145536
11734,96270.188,2.602127,0.095171,0.108152
11735,96279.709,5.585054,0.131516,0.124409
11736,96282.873,0.888531,0.782183,0.805047
11737,96286.052,1.396263,0.264417,0.310145
11738,96292.412,4.823455,0.441852,0.379904
11739,96298.768,3.871458,0.342152,0.300632
11740,96301.947,2.348261,0.094793,0.101429
11741,96305.142,2.982926,0.252079,0.305477
11742,96317.859,5.331188,0.848963,0.870936
11743,96324.219,4.061857,0.267930,0.244272
11744,96327.413,3.427192,0.891402,0.876246
11745,96330.592,2.792527,0.414978,0.454025
11746,96333.771,4.315723,0.806487,0.791247
11747,96352.798,2.919460,0.739101,0.773451
11748,96359.140,3.871458,0.140454,0.149079
11749,96365.516,5.077321,0.165177,0.199279
11750,96387.786,3.427192,0.733072,0.772065
11751,96390.963,2.792527,0.142249,0.144656
11752,96394.158,3.744525,0.083104,0.076711
11753,96419.656,1.650129,0.870347,0.835145
11754,96422.818,2.221328,0.875880,0.887582
11755,96438.747,1.269330,0.096414,0.078240
11756,96445.105,4.442656,0.877552,0.835498
11757,96454.642,3.173326,0.271446,0.261280
11758,96461.017,5.838920,0.524422,0.560689
11759,96464.195,2.094395,0.653874,0.686630
11760,96470.554,3.300259,0.812461,0.821083
11761,96473.722,2.157862,0.144693,0.177273
11762,96476.929,0.126933,0.243093,0.297648
11763,96480.092,0.825065,0.509618,0.550439
11764,96483.272,0.698132,0.257016,0.300438
11765,96486.435,2.348261,0.470250,0.499076
11766,96495.972,4.061857,0.720308,0.754439
11767,96505.525,1.903996,0.231716,0.206123
11768,96518.225,1.840529,0.801056,0.775300
11769,96521.391,0.951998,0.702207,0.735607
11770,96530.958,1.396263,0.651179,0.612318
11771,96534.171,4.379190,0.084586,0.095975
11772,96537.333,4.696522,0.074933,0.071901
11773,96543.739,0.063467,0.083311,0.094302
11774,96546.919,0.761598,0.217673,0.188382
11775,96562.798,5.648520,0.418565,0.485339
11776,96565.994,0.634665,0.434447,0.463456
11777,96572.320,4.569589,0.528261,0.556048
11778,96575.499,3.490659,0.782092,0.757841
11779,96578.662,4.315723,0.878588,0.869801
11780,96581.826,2.030929,0.143389,0.121351
11781,96591.363,6.219719,0.119186,0.129164
11782,96594.526,6.156252,0.406172,0.363744
11783,96597.672,0.380799,0.790743,0.744015
11784,96604.063,4.506123,0.129443,0.119585
11785,96607.322,4.759989,0.089758,0.083128
11786,96610.518,5.267721,0.909561,0.917070
11787,96623.265,4.252257,0.683720,0.652547
11788,96629.639,3.046393,0.287796,0.311464
11789,96632.805,2.602127,0.918742,0.916827
11790,96651.910,1.967462,0.085077,0.107301
11791,96655.090,5.013855,0.113288,0.097560
11792,96658.268,3.934924,0.291443,0.247486
11793,96661.463,5.711987,0.787403,0.738889
11794,96667.805,6.029319,0.103444,0.077859
11795,96670.987,0.253866,0.811745,0.771833
11796,96674.180,1.078931,0.116899,0.107974
11797,96683.701,1.205864,0.906570,0.877894
11798,96686.882,1.523196,0.180970,0.216761
11799,96690.075,3.998391,0.794489,0.767075
11800,96693.272,2.475194,0.129738,0.120352
11801,96696.465,1.459730,0.912391,0.917956
11802,96709.198,5.902386,0.206547,0.189400
11803,96721.914,2.284795,0.256181,0.298584
11804,96728.320,1.142397,0.907832,0.896638
11805,96734.664,1.015464,0.873442,0.840586
11806,96741.006,4.886922,0.144188,0.163808
11807,96753.723,5.394654,0.271447,0.333792
11808,96767.509,3.681058,0.107389,0.118255
11809,96770.691,3.363725,0.364917,0.325924
11810,96783.489,4.950388,0.348819,0.301703
11811,96786.647,5.331188,0.145484,0.179274
11812,96789.826,5.775453,0.143680,0.128589
11813,96793.022,2.538661,0.087242,0.103370
11814,96805.772,0.571199,0.924341,0.901528
11815,96808.981,6.092786,0.583672,0.528719
11816,96812.240,3.554125,0.104541,0.122160
11817,96815.437,0.507732,0.267625,0.303707
11818,96821.828,0.190400,0.128736,0.123883
11819,96825.021,5.204254,0.200842,0.215144
11820,96828.201,3.236792,0.181088,0.213225
11821,96837.753,1.586663,0.917122,0.918743
11822,96853.681,3.807991,0.091465,0.085122
11823,96856.844,1.777063,0.319232,0.279999
11824,96860.087,1.332797,0.096341,0.097788
11825,96863.282,5.140788,0.385036,0.416871
11826,96866.462,2.982926,0.326459,0.376199
11827,96872.883,0.317333,0.612943,0.566441
11828,96885.617,5.458121,0.458241,0.501655
11829,96888.811,4.633056,0.122169,0.103208
11830,96891.990,0.444266,0.089846,0.090875
11831,96898.380,5.965853,0.427777,0.373036
11832,96901.576,4.125324,0.230609,0.220913
11833,96904.738,2.729060,0.116989,0.152855
11834,96911.081,0.000000,0.083039,0.109149
11835,96914.260,4.823455,0.743208,0.687044
11836,96917.455,2.411728,0.353786,0.390199
11837,96933.382,5.521587,0.094825,0.113062
11838,96936.578,5.585054,0.433847,0.404681
11839,96939.821,2.855993,0.251302,0.225207
11840,96943.000,3.109859,0.770386,0.775780
11841,96952.555,2.665594,0.679664,0.721916
11842,96955.733,6.283185,0.846957,0.859855
11843,96962.107,3.617592,0.081546,0.086967
11844,96965.255,4.188790,0.092977,0.105344
11845,96971.645,1.713596,0.749727,0.717508
11846,96974.856,0.888531,0.536044,0.479574
11847,96978.050,1.967462,0.431676,0.383638
11848,96987.589,2.982926,0.150690,0.185792
11849,97000.338,1.078931,0.454472,0.498555
11850,97006.712,5.204254,0.637789,0.590574
11851,97009.907,6.283185,0.823828,0.837539
11852,97016.265,1.713596,0.893921,0.898095
11853,97019.445,4.696522,0.518190,0.552101
11854,97029.077,3.046393,0.100152,0.097647
11855,97035.483,3.300259,0.441017,0.481426
11856,97038.662,2.919460,0.681189,0.727256
11857,97041.825,3.109859,0.719309,0.663564
11858,97045.005,4.252257,0.077744,0.089618
11859,97083.282,0.507732,0.223554,0.253345
11860,97089.641,4.125324,0.134165,0.108002
11861,97102.356,1.332797,0.832597,0.841001
11862,97118.289,0.761598,0.162797,0.140360
11863,97124.659,2.348261,0.916703,0.921593
11864,97127.838,2.602127,0.284798,0.260932
11865,97143.750,5.585054,0.443764,0.387763
11866,97150.126,4.886922,0.442990,0.405230
11867,97153.303,0.063467,0.877914,0.893008
11868,97159.662,3.807991,0.109150,0.100257
11869,97166.019,3.871458,0.089537,0.089675
11870,97169.214,1.840529,0.755152,0.712969
11871,97175.621,5.267721,0.279696,0.238929
11872,97185.159,0.190400,0.100971,0.125460
11873,97188.354,3.744525,0.713057,0.654366
11874,97194.745,1.586663,0.866840,0.885830
11875,97197.938,5.331188,0.444881,0.385063
11876,97210.671,1.459730,0.895291,0.891836
11877,97213.834,0.126933,0.451942,0.487686
11878,97223.371,1.269330,0.173385,0.210910
11879,97226.551,4.379190,0.489780,0.519759
11880,97229.714,0.825065,0.893251,0.883946
11881,97232.911,5.965853,0.844447,0.860025
11882,97236.089,4.506123,0.918955,0.910239
11883,97239.251,2.030929,0.625813,0.673645
11884,97242.446,4.188790,0.226926,0.180319
11885,97248.837,2.729060,0.432718,0.389816
11886,97255.195,5.077321,0.790872,0.734866
11887,97258.359,1.650129,0.495436,0.450205
11888,97261.522,1.903996,0.243905,0.202479
11889,97264.701,1.523196,0.434685,0.478412
11890,97267.880,2.665594,0.520599,0.543359
11891,97271.059,3.236792,0.637111,0.572727
11892,97280.613,0.698132,0.386290,0.359230
11893,97287.003,2.475194,0.493632,0.448462
11894,97296.572,0.888531,0.833922,0.861585
11895,97299.768,5.648520,0.499304,0.506892
11896,97306.125,5.394654,0.422988,0.465985
11897,97309.321,2.221328,0.803771,0.841072
11898,97322.071,2.855993,0.141586,0.123163
11899,97325.280,0.634665,0.566012,0.596042
11900,97341.192,4.315723,0.546076,0.549889
11901,97347.535,4.569589,0.700757,0.729712
11902,97353.878,6.156252,0.908446,0.923422
11903,97360.300,6.029319,0.901974,0.910449
11904,97363.510,2.411728,0.898436,0.895957
11905,97369.885,0.253866,0.159524,0.173543
11906,97373.080,5.775453,0.779540,0.716044
11907,97376.274,5.458121,0.117626,0.135850
11908,97385.812,4.823455,0.581101,0.609129
11909,97411.247,0.571199,0.905036,0.892598
11910,97414.409,1.142397,0.779367,0.728763
11911,97420.753,2.284795,0.640488,0.594658
11912,97427.114,1.205864,0.099611,0.096754
11913,97433.451,0.380799,0.905284,0.892526
11914,97439.857,0.444266,0.100264,0.102217
11915,97446.183,3.427192,0.489965,0.408481
11916,97452.510,0.000000,0.180473,0.141839
11917,97455.721,1.396263,0.113782,0.123208
11918,97465.258,3.681058,0.833973,0.797786
11919,97471.664,2.792527,0.898238,0.890355
11920,97474.828,3.554125,0.107084,0.127321
11921,97478.007,6.219719,0.548156,0.607113
11922,97481.187,4.633056,0.512965,0.486211
11923,97484.382,1.015464,0.912302,0.914665
11924,97490.739,3.934924,0.459724,0.401887
11925,97497.130,3.490659,0.147267,0.177220
11926,97500.325,3.998391,0.833471,0.848708
11927,97506.667,3.363725,0.085885,0.082150
11928,97522.516,1.777063,0.384615,0.416019
11929,97532.085,3.173326,0.218961,0.181205
11930,97538.427,3.617592,0.849008,0.868628
11931,97551.144,4.950388,0.221967,0.255775
11932,97554.339,5.902386,0.597337,0.545025
11933,97557.534,6.092786,0.083460,0.100475
11934,97560.713,4.061857,0.743836,0.753084
11935,97563.909,0.317333,0.502543,0.531527
11936,97570.315,5.521587,0.501187,0.434830
11937,97579.851,5.838920,0.908384,0.908124
11938,97583.062,0.951998,0.805678,0.769822
11939,97586.274,2.094395,0.185855,0.145798
11940,97592.696,5.140788,0.280923,0.233003
11941,97599.071,4.442656,0.539589,0.485062
11942,97602.250,2.157862,0.918699,0.904056
11943,97611.803,5.013855,0.163303,0.197439
11944,97618.177,2.411728,0.893100,0.867142
11945,97621.341,0.507732,0.925094,0.906778
11946,97627.716,3.681058,0.112300,0.113023
11947,97630.894,4.633056,0.909528,0.893610
11948,97634.073,0.190400,0.908969,0.918640
11949,97640.447,5.965853,0.084633,0.105334
11950,97646.822,2.157862,0.561115,0.622264
11951,97656.378,0.698132,0.080398,0.100437
11952,97662.733,0.634665,0.449882,0.395025
11953,97665.913,6.283185,0.114858,0.099519
11954,97672.287,0.761598,0.224901,0.200416
11955,97681.841,3.807991,0.890040,0.901878
11956,97688.199,0.444266,0.779010,0.728935
11957,97691.378,0.888531,0.861936,0.868249
11958,97697.720,4.125324,0.218031,0.243196
11959,97713.600,2.094395,0.086008,0.082050
11960,97716.827,3.554125,0.461586,0.422471
11961,97720.022,3.998391,0.925461,0.918752
11962,97735.950,1.269330,0.467910,0.419593
11963,97748.683,5.458121,0.089548,0.087280
11964,97751.861,4.506123,0.893532,0.876803
11965,97761.415,5.331188,0.173291,0.154855
11966,97774.116,0.000000,0.696762,0.657518
11967,97777.295,0.380799,0.470544,0.410402
11968,97783.653,5.902386,0.320009,0.353707
11969,97789.995,3.109859,0.475781,0.502265
11970,97799.565,2.982926,0.794502,0.759165
11971,97802.761,1.459730,0.819686,0.853522
11972,97806.003,2.665594,0.834969,0.863984
11973,97812.393,5.711987,0.104135,0.110450
11974,97815.573,4.442656,0.742740,0.772778
11975,97821.882,4.061857,0.474667,0.434797
11976,97828.241,2.538661,0.413655,0.362871
11977,97834.648,1.523196,0.268820,0.225808
11978,97837.843,3.173326,0.105430,0.096954
11979,97844.185,1.903996,0.084258,0.081138
11980,97849.042,5.394654,0.126334,0.104120
11981,97861.774,2.792527,0.110388,0.091962
11982,97874.459,6.219719,0.375390,0.332760
11983,97880.800,4.759989,0.823394,0.836525
11984,97887.126,3.046393,0.084939,0.078501
11985,97890.290,4.379190,0.856808,0.838448
11986,97893.455,1.967462,0.678317,0.727567
11987,97906.138,2.919460,0.904097,0.911788
11988,97918.902,2.284795,0.561048,0.609147
11989,97925.277,2.475194,0.735023,0.774961
11990,97934.846,1.840529,0.914772,0.911239
11991,97941.252,3.617592,0.302272,0.258797
11992,97944.448,0.571199,0.903848,0.885201
11993,97947.626,2.729060,0.666898,0.689374
11994,97953.985,3.871458,0.822293,0.787538
11995,97957.181,0.317333,0.897779,0.906626
11996,97960.375,5.521587,0.250085,0.285783
11997,97976.334,3.490659,0.623697,0.659617
11998,97982.694,5.204254,0.369329,0.305096
11999,97985.892,1.650129,0.621416,0.667728
12000,97995.489,3.934924,0.102214,0.124107
12001,98001.895,1.015464,0.548223,0.515752
12002,98008.222,5.077321,0.811933,0.791111
12003,98011.384,0.825065,0.127197,0.122871
12004,98024.085,5.838920,0.553342,0.505583
12005,98033.782,4.823455,0.907102,0.890183
12006,98036.945,3.363725,0.211080,0.237312
12007,98040.205,5.013855,0.631860,0.590125
12008,98046.547,2.855993,0.919386,0.911563
12009,98052.906,4.950388,0.582433,0.634808
12010,98062.459,0.063467,0.452158,0.449375
12011,98065.637,1.332797,0.241394,0.283798
12012,98071.996,2.348261,0.848708,0.817970
12013,98075.159,1.078931,0.079574,0.090602
12014,98078.354,1.777063,0.290383,0.238429
12015,98081.534,4.569589,0.467243,0.436002
12016,98091.105,6.092786,0.431643,0.487174
12017,98097.494,3.744525,0.418260,0.365568
12018,98100.672,1.142397,0.073468,0.064676
12019,98107.111,6.156252,0.142572,0.116282
12020,98113.500,3.427192,0.189655,0.209341
12021,98116.679,4.252257,0.349104,0.399938
12022,98126.249,5.267721,0.912868,0.903207
12023,98135.818,2.602127,0.195901,0.227351
12024,98142.209,1.205864,0.659545,0.608006
12025,98145.420,2.221328,0.603611,0.650419
12026,98148.614,1.586663,0.098040,0.104138
12027,98151.795,1.396263,0.247630,0.269844
12028,98161.331,0.253866,0.439840,0.413106
12029,98164.527,4.188790,0.744958,0.694254
12030,98174.017,2.030929,0.824998,0.845884
12031,98180.374,3.236792,0.450880,0.500079
12032,98186.733,0.126933,0.817706,0.850734
12033,98189.928,4.315723,0.096885,0.111834
12034,98193.107,5.648520,0.898846,0.909222
12035,98199.545,1.713596,0.107212,0.089123
12036,98212.230,0.951998,0.926704,0.918711
12037,98215.441,3.300259,0.314254,0.342524
12038,98221.783,5.140788,0.362142,0.310730
12039,98224.946,6.029319,0.613348,0.577027
12040,98231.305,4.696522,0.883716,0.862460
12041,98237.647,5.775453,0.874065,0.884671
12042,98247.184,4.886922,0.294329,0.325633
12043,98250.351,5.585054,0.787355,0.731904
12044,98253.558,2.602127,0.757433,0.719720
12045,98259.948,5.394654,0.099475,0.107061
12046,98269.536,5.267721,0.273476,0.230112
12047,98279.103,4.633056,0.655673,0.591970
12048,98291.837,4.379190,0.639777,0.604397
12049,98298.230,2.348261,0.874534,0.846872
12050,98301.405,3.109859,0.748041,0.783556
12051,98307.779,5.013855,0.242015,0.252982
12052,98310.990,4.188790,0.121810,0.100181
12053,98317.349,4.696522,0.853156,0.835152
12054,98320.514,5.838920,0.842999,0.862018
12055,98323.707,4.950388,0.148386,0.176178
12056,98333.279,0.888531,0.251293,0.286757
12057,98336.488,6.219719,0.140575,0.137861
12058,98346.026,3.998391,0.256130,0.229354
12059,98349.188,3.046393,0.215482,0.177321
12060,98352.384,2.221328,0.769527,0.793329
12061,98355.580,5.711987,0.114745,0.130975
12062,98358.774,3.807991,0.331078,0.301628
12063,98365.149,3.681058,0.230136,0.263271
12064,98368.329,2.284795,0.347923,0.397160
12065,98371.508,5.077321,0.513382,0.546586
12066,98374.686,0.571199,0.327505,0.353058
12067,98377.848,2.792527,0.908453,0.902553
12068,98384.239,1.396263,0.617994,0.671817
12069,98387.403,1.459730,0.593717,0.548439
12070,98400.134,6.029319,0.808089,0.826825
12071,98406.493,3.617592,0.076421,0.080119
12072,98409.690,4.886922,0.594944,0.564721
12073,98412.900,0.951998,0.247055,0.256255
12074,98416.094,3.871458,0.906233,0.887136
12075,98425.680,2.982926,0.168969,0.210550
12076,98435.250,6.283185,0.087883,0.092942
12077,98444.819,4.506123,0.397212,0.365778
12078,98451.161,3.490659,0.847916,0.796736
12079,98454.340,4.442656,0.322822,0.289875
12080,98457.535,1.650129,0.151021,0.122712
12081,98460.730,4.252257,0.146104,0.129719
12082,98463.925,4.569589,0.906113,0.907832
12083,98467.137,1.903996,0.879672,0.894237
12084,98473.543,0.063467,0.767737,0.796573
12085,98476.737,0.825065,0.668577,0.635724
12086,98483.128,4.315723,0.092107,0.085360
12087,98489.502,3.934924,0.084979,0.102991
12088,98492.681,4.061857,0.344888,0.297146
12089,98499.071,0.698132,0.321978,0.290533
12090,98511.840,0.761598,0.090842,0.103939
12091,98515.031,1.015464,0.232418,0.250466
12092,98518.226,6.092786,0.850922,0.859634
12093,98521.405,4.759989,0.322124,0.332779
12094,98534.154,2.094395,0.920621,0.905577
12095,98540.513,5.140788,0.471190,0.403833
12096,98569.140,1.586663,0.111706,0.127354
12097,98578.712,3.744525,0.801820,0.820087
12098,98581.873,0.126933,0.872349,0.893212
12099,98585.036,0.000000,0.635628,0.579235
12100,98594.621,5.458121,0.268430,0.242386
12101,98597.801,0.317333,0.876259,0.865892
12102,98600.995,5.521587,0.482874,0.532983
12103,98604.191,3.173326,0.345948,0.397869
12104,98607.386,1.332797,0.762269,0.781906
12105,98616.894,5.965853,0.820661,0.791496
12106,98623.266,3.554125,0.756842,0.722249
12107,98632.774,0.634665,0.091344,0.088797
12108,98645.535,0.380799,0.433609,0.402221
12109,98648.730,6.156252,0.175490,0.218543
12110,98655.090,2.665594,0.879334,0.844536
12111,98667.885,5.902386,0.921209,0.907761
12112,98674.264,1.269330,0.714798,0.687862
12113,98677.455,1.967462,0.098608,0.110257
12114,98680.634,3.236792,0.801465,0.737729
12115,98683.941,1.142397,0.866683,0.835297
12116,98690.299,2.855993,0.159072,0.192484
12117,98696.657,4.125324,0.608128,0.642696
12118,98699.870,0.190400,0.660679,0.686690
12119,98712.633,3.300259,0.331424,0.296633
12120,98734.872,2.538661,0.745240,0.779069
12121,98744.392,2.411728,0.228968,0.202141
12122,98747.556,3.427192,0.936478,0.931060
12123,98750.767,4.823455,0.869116,0.871698
12124,98753.930,0.507732,0.131275,0.119470
12125,98757.125,0.444266,0.833730,0.797249
12126,98760.336,1.078931,0.086792,0.103926
12127,98789.061,1.777063,0.919355,0.922678
12128,98792.272,2.157862,0.836837,0.858768
12129,98798.646,2.475194,0.909433,0.894730
12130,98811.363,5.204254,0.084665,0.103876
12131,98820.932,2.729060,0.132327,0.121354
12132,98824.127,5.648520,0.154808,0.117989
12133,98827.306,1.713596,0.100721,0.112468
12134,98830.503,1.840529,0.878285,0.872231
12135,98833.697,2.919460,0.906983,0.881800
12136,98836.893,5.775453,0.350392,0.374512
12137,98856.014,1.205864,0.857769,0.869824
12138,98862.420,3.363725,0.422761,0.449185
12139,98865.631,5.331188,0.186920,0.207618
12140,98872.021,5.585054,0.265591,0.306321
12141,98878.380,2.030929,0.936492,0.904295
12142,98881.559,1.523196,0.288792,0.260805
12143,98884.722,0.253866,0.773255,0.754801
12144,98907.008,3.109859,0.834061,0.852668
12145,98910.187,3.998391,0.699015,0.642974
12146,98913.366,5.902386,0.782728,0.797883
12147,98919.694,1.015464,0.577098,0.517608
12148,98935.684,0.000000,0.860219,0.834219
12149,98942.027,6.219719,0.428263,0.472915
12150,98945.207,2.348261,0.636407,0.684523
12151,98948.433,0.444266,0.909541,0.890493
