# High laser noise (HLN): injected common phase noise std. dev. 2 turns
# From Baynham et al., arXiv:2504.09158, doi:10.5281/zenodo.19592552 (CC BY 4.0)
# Source file: data_analysis/data/intermediate_data/excitation_fraction_corrected_with_phi_hln-lnl-repeat_63132_63134_63133_63135_63150_63149_63148_63151_63164_63163_63162_63331_63333_63332_2.csv
# Its header:
#   Excitation fraction dataset with debananaization applied and debug outputs included
#   Dataset description: hln-lnl-repeat
#   RIDs = 63132, 63134, 63133, 63135, 63150, 63149, 63148, 63151, 63164, 63163, 63162, 63331, 63333, 63332
#   atom_threshold_forward: 750000.0
#   atom_threshold_backward: 400000.0
#   Git version = 1ff632a-dirty
#   Scanned parameter = Std. dev. of both phase steps in turns
#   scanned parameter value = 2.0
#   phi units: radians
# Columns: shot index; t_s, seconds since the first shot of either run; phi_rad, applied clock laser phase step;
#   excitation_bottom / excitation_top, excitation fraction of the lower ('forward') and upper ('backward') interferometer
shot,t_s,phi_rad,excitation_bottom,excitation_top
6435,22155.365,2.665594,0.848355,0.859964
6436,22161.707,0.253866,0.112536,0.108661
6437,22164.950,5.077321,0.404200,0.447908
6438,22171.340,4.823455,0.382040,0.421108
6439,22174.519,3.490659,0.287088,0.251864
6440,22184.073,6.156252,0.094513,0.110782
6441,22190.415,3.998391,0.614793,0.575368
6442,22196.773,1.459730,0.775991,0.821857
6443,22203.163,2.855993,0.186650,0.215767
6444,22215.928,4.315723,0.508481,0.551361
6445,22228.633,2.221328,0.891860,0.872338
6446,22241.393,5.331188,0.631709,0.598845
6447,22257.293,0.761598,0.692782,0.723103
6448,22263.681,4.950388,0.758640,0.721114
6449,22266.859,3.807991,0.095979,0.114669
6450,22273.265,3.109859,0.085205,0.094697
6451,22276.508,2.284795,0.800095,0.752808
6452,22282.834,5.267721,0.885332,0.871606
6453,22286.013,0.126933,0.142880,0.120330
6454,22295.630,3.744525,0.276572,0.247309
6455,22308.363,0.698132,0.205849,0.231998
6456,22311.542,5.902386,0.844918,0.864780
6457,22314.769,2.538661,0.781805,0.747281
6458,22324.354,0.190400,0.181649,0.202635
6459,22327.550,5.775453,0.086010,0.105343
6460,22330.793,4.569589,0.214318,0.181061
6461,22340.330,2.919460,0.087294,0.099956
6462,22343.510,3.300259,0.455475,0.425887
6463,22346.720,4.188790,0.623630,0.663181
6464,22349.915,5.458121,0.104597,0.094519
6465,22359.485,2.411728,0.090333,0.113670
6466,22362.666,5.521587,0.088242,0.093567
6467,22365.875,2.729060,0.209186,0.254060
6468,22369.070,5.965853,0.083602,0.102580
6469,22372.233,5.394654,0.876422,0.876213
6470,22388.256,5.585054,0.180773,0.195741
6471,22391.420,3.236792,0.533602,0.577564
6472,22397.794,2.538661,0.902192,0.914642
6473,22410.514,1.269330,0.326201,0.290110
6474,22426.503,1.777063,0.123173,0.120707
6475,22429.669,1.903996,0.548960,0.588347
6476,22442.510,0.951998,0.652096,0.705726
6477,22445.689,5.394654,0.086347,0.090855
6478,22448.901,0.063467,0.469178,0.478451
6479,22452.112,3.173326,0.241743,0.201287
6480,22455.275,3.300259,0.602384,0.563636
6481,22461.635,3.998391,0.604637,0.577230
6482,22468.007,4.633056,0.533908,0.494483
6483,22471.235,4.759989,0.575210,0.622579
6484,22483.935,5.585054,0.469367,0.536104
6485,22490.295,4.188790,0.501487,0.514523
6486,22496.703,0.634665,0.402775,0.367294
6487,22499.894,2.919460,0.141883,0.151742
6488,22503.089,5.140788,0.446055,0.404547
6489,22506.285,4.823455,0.488790,0.540434
6490,22519.017,5.648520,0.363758,0.398801
6491,22522.180,0.571199,0.322904,0.282517
6492,22528.571,3.363725,0.823510,0.841341
6493,22534.977,3.807991,0.657000,0.694466
6494,22541.334,3.236792,0.116791,0.106514
6495,22547.709,1.586663,0.574757,0.626475
6496,22554.035,2.411728,0.297241,0.239825
6497,22557.230,0.825065,0.918316,0.901720
6498,22563.653,4.569589,0.608525,0.572703
6499,22566.832,2.284795,0.168272,0.205341
6500,22569.996,2.348261,0.906187,0.903219
6501,22573.190,5.965853,0.442335,0.457111
6502,22576.417,5.521587,0.456506,0.400016
6503,22579.612,4.506123,0.926090,0.924254
6504,22585.987,2.982926,0.682234,0.630318
6505,22595.542,1.142397,0.260022,0.233249
6506,22598.719,5.204254,0.437743,0.372169
6507,22614.663,1.523196,0.314148,0.271868
6508,22627.443,4.696522,0.789172,0.806997
6509,22630.654,4.379190,0.374003,0.402998
6510,22633.849,0.888531,0.442624,0.409926
6511,22649.857,3.427192,0.307849,0.335849
6512,22653.068,4.315723,0.309485,0.368446
6513,22656.279,4.125324,0.333549,0.295057
6514,22659.458,4.442656,0.708829,0.739191
6515,22662.638,3.617592,0.764061,0.704421
6516,22665.833,1.459730,0.113997,0.104552
6517,22678.581,5.838920,0.609603,0.565959
6518,22684.988,3.490659,0.328562,0.379509
6519,22688.167,2.094395,0.281117,0.217915
6520,22691.346,0.126933,0.598366,0.550864
6521,22707.274,1.840529,0.848539,0.825691
6522,22716.908,4.886922,0.247417,0.287523
6523,22720.086,6.219719,0.462790,0.406839
6524,22723.266,5.331188,0.878933,0.862764
6525,22732.851,5.775453,0.833369,0.844384
6526,22742.420,6.029319,0.085403,0.100522
6527,22745.599,1.205864,0.097831,0.125041
6528,22751.958,2.665594,0.088212,0.099022
6529,22761.527,1.650129,0.096095,0.082155
6530,22771.065,0.190400,0.757522,0.780877
6531,22780.618,1.396263,0.202791,0.178044
6532,22783.801,2.221328,0.167098,0.192658
6533,22793.350,6.283185,0.548157,0.595627
6534,22796.513,0.761598,0.843376,0.831269
6535,22802.855,2.602127,0.467182,0.522027
6536,22806.051,6.156252,0.374360,0.326465
6537,22815.588,2.157862,0.626868,0.596999
6538,22825.159,0.253866,0.095668,0.102429
6539,22828.321,3.744525,0.179422,0.164506
6540,22831.500,5.077321,0.765859,0.793763
6541,22837.874,4.950388,0.891784,0.863440
6542,22853.787,0.444266,0.184264,0.228215
6543,22866.566,1.332797,0.389814,0.433452
6544,22879.347,3.871458,0.144537,0.156122
6545,22885.706,1.967462,0.527979,0.475348
6546,22895.258,0.317333,0.164486,0.187858
6547,22901.632,1.015464,0.300235,0.275027
6548,22908.022,2.475194,0.804229,0.833445
6549,22911.204,2.729060,0.707639,0.659745
6550,22914.397,4.252257,0.740161,0.730816
6551,22924.001,0.380799,0.676362,0.716891
6552,22927.226,0.000000,0.174256,0.157978
6553,22930.389,3.554125,0.496540,0.464139
6554,22933.600,5.711987,0.105410,0.097256
6555,22939.958,0.698132,0.541725,0.478667
6556,22943.121,5.902386,0.744283,0.766925
6557,22946.316,2.855993,0.792375,0.811450
6558,22955.917,4.061857,0.259240,0.313418
6559,22959.112,2.030929,0.402584,0.444294
6560,22968.682,1.078931,0.804982,0.825626
6561,22971.877,3.109859,0.144863,0.179628
6562,22975.040,3.934924,0.700374,0.661267
6563,22981.415,5.458121,0.847819,0.815476
6564,22987.789,5.267721,0.879063,0.853166
6565,22991.000,2.792527,0.287484,0.296936
6566,22994.163,0.507732,0.251230,0.277500
6567,23013.305,1.713596,0.085305,0.069834
6568,23016.561,6.092786,0.159291,0.180536
6569,23019.740,3.046393,0.415383,0.363129
6570,23026.099,3.681058,0.244441,0.274641
6571,23032.489,5.013855,0.137545,0.150221
6572,23045.223,0.571199,0.695737,0.749863
6573,23048.433,4.950388,0.245436,0.279364
6574,23051.613,0.317333,0.902937,0.887767
6575,23054.823,4.188790,0.262632,0.294204
6576,23064.344,3.236792,0.102930,0.114373
6577,23073.883,3.300259,0.085325,0.098250
6578,23083.467,3.173326,0.897798,0.894355
6579,23089.873,5.711987,0.087241,0.089002
6580,23096.232,2.665594,0.490803,0.539479
6581,23099.426,4.759989,0.384177,0.408754
6582,23102.622,1.269330,0.110279,0.123314
6583,23118.551,2.157862,0.346755,0.316573
6584,23121.728,0.825065,0.914905,0.898411
6585,23124.923,2.538661,0.460620,0.418849
6586,23128.086,4.506123,0.643393,0.625871
6587,23131.249,4.125324,0.561525,0.500234
6588,23134.397,4.252257,0.398655,0.365828
6589,23140.772,3.744525,0.285128,0.334722
6590,23143.952,4.569589,0.424748,0.382461
6591,23147.130,5.965853,0.920852,0.909435
6592,23150.310,4.442656,0.731456,0.693515
6593,23159.878,1.332797,0.783126,0.805426
6594,23163.106,4.633056,0.088110,0.087579
6595,23166.284,3.998391,0.445697,0.393078
6596,23172.676,2.094395,0.180988,0.206061
6597,23179.065,3.681058,0.866166,0.843539
6598,23182.250,1.840529,0.688778,0.715093
6599,23185.439,3.617592,0.395850,0.448749
6600,23194.961,0.380799,0.521416,0.488531
6601,23204.515,1.967462,0.908532,0.877866
6602,23207.710,6.156252,0.328527,0.378282
6603,23214.116,2.348261,0.583902,0.527138
6604,23217.294,0.634665,0.102694,0.097222
6605,23220.490,3.490659,0.107500,0.110681
6606,23226.850,2.919460,0.088186,0.098105
6607,23233.238,2.475194,0.103107,0.088442
6608,23239.645,5.267721,0.883777,0.888166
6609,23246.004,6.029319,0.834667,0.852400
6610,23265.160,5.775453,0.867035,0.873696
6611,23268.337,0.698132,0.545177,0.584776
6612,23280.988,0.444266,0.298149,0.262787
6613,23284.200,1.713596,0.786747,0.819582
6614,23287.395,5.077321,0.217915,0.180601
6615,23293.833,2.030929,0.659741,0.588576
6616,23297.028,1.015464,0.079361,0.066558
6617,23306.518,6.092786,0.287827,0.259268
6618,23309.714,2.729060,0.478194,0.431977
6619,23312.876,2.792527,0.166486,0.157990
6620,23316.041,0.000000,0.440216,0.466044
6621,23325.641,3.934924,0.715929,0.677772
6622,23332.047,5.331188,0.581028,0.616427
6623,23347.977,6.283185,0.140786,0.167795
6624,23354.365,1.459730,0.854527,0.822744
6625,23357.560,2.221328,0.301324,0.330487
6626,23360.727,5.140788,0.828546,0.793277
6627,23370.245,5.838920,0.180290,0.149181
6628,23373.408,2.284795,0.271054,0.292640
6629,23383.106,5.902386,0.083681,0.073815
6630,23386.317,4.886922,0.866584,0.846277
6631,23399.129,6.219719,0.730973,0.742197
6632,23405.520,3.109859,0.196322,0.167829
6633,23411.941,0.507732,0.608054,0.549763
6634,23421.575,5.648520,0.921875,0.916062
6635,23424.738,2.982926,0.105296,0.098459
6636,23427.902,5.013855,0.845581,0.800542
6637,23437.439,1.777063,0.448213,0.423628
6638,23440.602,3.046393,0.376059,0.332747
6639,23450.155,1.205864,0.124789,0.142090
6640,23453.383,0.063467,0.738565,0.716273
6641,23456.578,0.253866,0.386362,0.435753
6642,23459.805,0.888531,0.627551,0.667713
6643,23462.999,0.190400,0.901123,0.878150
6644,23469.410,0.761598,0.871446,0.844041
6645,23472.585,5.521587,0.077632,0.085117
6646,23479.092,1.396263,0.827000,0.841228
6647,23488.770,1.142397,0.717131,0.678367
6648,23498.276,4.315723,0.350096,0.382542
6649,23511.039,2.411728,0.767905,0.718276
6650,23523.772,3.807991,0.698980,0.679740
6651,23533.292,3.363725,0.077776,0.080097
6652,23546.073,0.951998,0.264231,0.219125
6653,23549.283,1.650129,0.077545,0.097842
6654,23552.463,4.823455,0.833074,0.845275
6655,23555.626,4.696522,0.914735,0.928272
6656,23565.195,3.871458,0.294013,0.349217
6657,23571.574,5.394654,0.567464,0.619502
6658,23577.928,4.061857,0.665849,0.628907
6659,23581.155,1.586663,0.209516,0.237585
6660,23590.760,3.427192,0.139772,0.116316
6661,23593.936,0.126933,0.881236,0.859681
6662,23597.164,5.585054,0.090436,0.104200
6663,23600.342,4.379190,0.301257,0.262669
6664,23603.537,5.204254,0.156070,0.146966
6665,23606.732,2.602127,0.914088,0.893072
6666,23609.895,5.458121,0.625625,0.651438
6667,23616.333,1.903996,0.719541,0.682253
6668,23629.098,2.855993,0.128269,0.119343
6669,23657.933,3.554125,0.845301,0.855765
6670,23667.475,1.523196,0.922527,0.919610
6671,23670.650,1.078931,0.224445,0.216168
6672,23673.895,1.840529,0.458245,0.430908
6673,23677.072,5.458121,0.912113,0.894281
6674,23689.869,4.188790,0.766469,0.789030
6675,23693.048,5.902386,0.725937,0.761479
6676,23696.258,0.825065,0.909094,0.913759
6677,23699.453,1.523196,0.808741,0.791857
6678,23702.648,1.142397,0.085076,0.099575
6679,23715.413,5.648520,0.856804,0.824088
6680,23728.209,4.633056,0.852947,0.851317
6681,23731.404,4.442656,0.085704,0.094595
6682,23734.583,3.173326,0.286990,0.314400
6683,23740.925,4.569589,0.543817,0.515726
6684,23747.300,0.317333,0.895311,0.883095
6685,23763.260,3.807991,0.917762,0.927777
6686,23766.438,1.205864,0.245885,0.230379
6687,23769.634,2.157862,0.156202,0.128250
6688,23772.845,5.204254,0.082499,0.075229
6689,23776.056,6.156252,0.824219,0.793816
6690,23785.641,3.300259,0.433091,0.377304
6691,23788.805,4.506123,0.112207,0.135003
6692,23791.983,3.363725,0.655189,0.636186
6693,23795.163,0.507732,0.916944,0.913841
6694,23811.122,0.951998,0.827557,0.847406
6695,23823.790,0.063467,0.879819,0.878970
6696,23827.017,0.761598,0.882324,0.862365
6697,23830.213,3.046393,0.870298,0.845170
6698,23833.407,5.838920,0.922106,0.897658
6699,23843.041,1.586663,0.382064,0.351131
6700,23865.313,0.444266,0.714073,0.679869
6701,23868.474,5.394654,0.415120,0.453255
6702,23871.687,0.190400,0.635133,0.654542
6703,23878.028,5.521587,0.093483,0.085115
6704,23887.549,5.711987,0.330760,0.272150
6705,23890.712,5.077321,0.187499,0.202708
6706,23893.923,0.888531,0.755634,0.712883
6707,23897.102,5.331188,0.738923,0.680587
6708,23903.508,6.219719,0.713307,0.742643
6709,23906.703,5.013855,0.377778,0.346279
6710,23909.899,3.934924,0.858440,0.823491
6711,23916.257,2.221328,0.218688,0.232182
6712,23945.014,4.886922,0.906886,0.894929
6713,23948.208,2.792527,0.111360,0.137550
6714,23951.389,2.729060,0.886248,0.875380
6715,23954.582,2.284795,0.831945,0.812487
6716,23960.956,1.269330,0.847091,0.857690
6717,23970.494,2.665594,0.878537,0.830704
6718,23976.853,3.998391,0.314581,0.271318
6719,23986.390,2.348261,0.729300,0.775426
6720,23989.585,0.253866,0.164578,0.116154
6721,23992.780,0.380799,0.096122,0.115269
6722,23995.959,5.775453,0.866559,0.842708
6723,23999.138,1.015464,0.081248,0.075601
6724,24002.334,1.332797,0.531208,0.480800
6725,24011.840,3.681058,0.919311,0.910592
6726,24021.329,6.029319,0.766303,0.789415
6727,24024.492,1.903996,0.857633,0.823413
6728,24027.655,1.713596,0.087619,0.110867
6729,24030.834,3.871458,0.765155,0.726273
6730,24040.407,0.000000,0.277323,0.318679
6731,24043.567,5.140788,0.885379,0.886717
6732,24062.706,4.696522,0.871067,0.890383
6733,24065.933,4.125324,0.725925,0.754422
6734,24069.128,4.379190,0.137739,0.164550
6735,24075.470,2.030929,0.432262,0.404806
6736,24078.633,5.965853,0.229311,0.262257
6737,24085.040,1.777063,0.841465,0.859050
6738,24088.251,2.982926,0.620850,0.583809
6739,24091.429,3.109859,0.137130,0.111007
6740,24094.593,4.252257,0.855429,0.871353
6741,24104.163,1.459730,0.114055,0.141565
6742,24107.327,4.315723,0.246094,0.287295
6743,24110.536,6.092786,0.712837,0.678203
6744,24120.122,3.490659,0.683672,0.698874
6745,24126.496,3.617592,0.548576,0.481669
6746,24136.033,2.475194,0.099343,0.127904
6747,24139.228,4.759989,0.335314,0.283693
6748,24148.877,3.236792,0.678425,0.690552
6749,24167.904,0.571199,0.817177,0.826576
6750,24171.084,3.744525,0.453728,0.516643
6751,24174.279,0.634665,0.083776,0.098558
6752,24180.653,2.094395,0.624321,0.650113
6753,24186.995,3.554125,0.153975,0.189876
6754,24190.191,4.061857,0.223683,0.180769
6755,24193.354,6.283185,0.606632,0.638352
6756,24202.955,1.078931,0.118562,0.108946
6757,24206.166,3.427192,0.790952,0.754866
6758,24212.572,1.396263,0.298196,0.259100
6759,24215.751,1.650129,0.748001,0.789257
6760,24222.158,2.919460,0.474564,0.510011
6761,24228.500,2.855993,0.860838,0.832374
6762,24231.683,2.538661,0.908732,0.895590
6763,24234.890,5.267721,0.434666,0.460343
6764,24241.232,4.950388,0.607664,0.656930
6765,24257.176,0.126933,0.875578,0.882429
6766,24260.357,2.602127,0.352334,0.382881
6767,24273.135,1.967462,0.531305,0.503473
6768,24276.331,4.823455,0.424953,0.407476
6769,24285.884,0.698132,0.904856,0.909762
6770,24292.274,2.411728,0.101618,0.113405
6771,24301.896,5.585054,0.528653,0.498843
6772,24314.612,1.840529,0.423881,0.478150
6773,24324.129,0.825065,0.669903,0.629053
6774,24327.324,2.475194,0.127736,0.110723
6775,24330.521,1.459730,0.892140,0.896057
6776,24333.763,1.586663,0.283339,0.316716
6777,24336.926,4.506123,0.793427,0.766044
6778,24340.089,1.396263,0.286672,0.296177
6779,24352.805,3.300259,0.920682,0.920528
6780,24359.164,4.315723,0.397427,0.352494
6781,24368.765,4.379190,0.089316,0.088108
6782,24375.171,3.744525,0.621264,0.664312
6783,24378.335,4.569589,0.085213,0.081992
6784,24387.872,5.902386,0.254135,0.299249
6785,24394.278,5.331188,0.323207,0.280689
6786,24403.848,2.538661,0.764221,0.792323
6787,24407.027,3.173326,0.169043,0.139331
6788,24413.433,1.650129,0.512217,0.490738
6789,24422.954,1.713596,0.895655,0.891444
6790,24426.149,5.965853,0.777224,0.805838
6791,24429.328,4.188790,0.090852,0.092520
6792,24445.368,1.967462,0.185556,0.158751
6793,24470.881,0.444266,0.083604,0.083327
6794,24477.239,4.823455,0.852876,0.872634
6795,24480.423,3.109859,0.235494,0.257817
6796,24486.793,4.759989,0.694393,0.654270
6797,24489.987,0.507732,0.318276,0.334604
6798,24493.166,1.903996,0.803617,0.783850
6799,24496.362,5.077321,0.405508,0.458297
6800,24502.768,5.711987,0.240677,0.282723
6801,24509.190,6.029319,0.846455,0.862704
6802,24512.401,4.061857,0.677079,0.627559
6803,24518.824,2.284795,0.555204,0.566233
6804,24531.555,1.269330,0.545450,0.495327
6805,24534.735,4.696522,0.131712,0.117193
6806,24537.930,1.015464,0.394212,0.461224
6807,24541.125,0.190400,0.688097,0.650546
6808,24544.288,5.204254,0.771231,0.733372
6809,24553.843,5.521587,0.597842,0.650822
6810,24557.005,0.317333,0.612224,0.561999
6811,24563.379,0.063467,0.131693,0.094961
6812,24566.574,3.934924,0.675278,0.705306
6813,24579.339,5.585054,0.913150,0.924221
6814,24592.184,2.348261,0.826778,0.781536
6815,24595.395,3.871458,0.581611,0.524771
6816,24598.606,1.205864,0.905529,0.895319
6817,24604.981,1.332797,0.326205,0.280073
6818,24608.159,5.267721,0.821057,0.789653
6819,24614.487,2.094395,0.828745,0.812545
6820,24627.217,2.602127,0.765585,0.810077
6821,24630.429,0.126933,0.901468,0.879015
6822,24633.657,5.013855,0.902809,0.914720
6823,24643.241,0.951998,0.080957,0.093087
6824,24652.858,1.078931,0.864679,0.880450
6825,24656.037,3.807991,0.563574,0.510014
6826,24659.200,4.886922,0.104079,0.114073
6827,24662.379,0.634665,0.738011,0.774532
6828,24671.948,3.427192,0.881998,0.877729
6829,24678.323,3.236792,0.157770,0.202116
6830,24687.880,3.998391,0.902414,0.882044
6831,24694.219,5.458121,0.719310,0.743353
6832,24697.414,6.156252,0.168602,0.150054
6833,24703.757,5.775453,0.903504,0.886511
6834,24713.278,4.125324,0.083767,0.104200
6835,24722.879,0.761598,0.234270,0.287035
6836,24726.074,5.838920,0.917056,0.902913
6837,24729.237,4.950388,0.525093,0.554361
6838,24732.404,6.092786,0.278621,0.315758
6839,24738.791,3.363725,0.679409,0.652962
6840,24748.536,2.157862,0.175850,0.143015
6841,24758.185,1.142397,0.825518,0.778198
6842,24761.348,2.855993,0.461326,0.510387
6843,24764.527,5.648520,0.508753,0.470725
6844,24767.722,4.633056,0.081776,0.096271
6845,24777.260,0.380799,0.673377,0.638728
6846,24786.845,0.253866,0.846713,0.857702
6847,24793.188,3.617592,0.653003,0.612814
6848,24796.350,3.681058,0.923475,0.926751
6849,24802.725,0.698132,0.667063,0.698685
6850,24805.920,2.982926,0.805598,0.809015
6851,24812.282,3.490659,0.166876,0.144706
6852,24815.473,3.046393,0.894930,0.901677
6853,24818.652,2.729060,0.882178,0.856233
6854,24825.107,6.219719,0.498780,0.532963
6855,24828.302,1.777063,0.153787,0.141462
6856,24834.660,4.252257,0.628059,0.666677
6857,24844.214,0.571199,0.838460,0.786540
6858,24847.396,0.000000,0.116883,0.104108
6859,24850.588,5.140788,0.732882,0.752622
6860,24863.384,6.283185,0.174365,0.199939
6861,24882.576,2.411728,0.150554,0.139803
6862,24885.750,4.442656,0.201108,0.178390
6863,24895.255,2.919460,0.620497,0.660081
6864,24911.297,5.394654,0.911041,0.907641
6865,24914.474,0.888531,0.636675,0.697404
6866,24917.637,3.554125,0.558031,0.598376
6867,24920.816,2.665594,0.092832,0.094042
6868,24927.178,2.221328,0.853422,0.833682
6869,24930.369,1.523196,0.251674,0.209098
6870,24939.922,2.792527,0.445768,0.495698
6871,24946.424,2.030929,0.594581,0.565870
6872,24949.619,0.000000,0.661243,0.633161
6873,24952.799,2.030929,0.300597,0.321065
6874,24955.978,5.711987,0.123706,0.135244
6875,24959.189,2.919460,0.897638,0.887050
6876,24962.399,5.013855,0.129663,0.105885
6877,24968.757,0.698132,0.800637,0.772246
6878,24971.937,4.379190,0.231839,0.178909
6879,24975.164,1.650129,0.367850,0.327353
6880,24978.375,4.315723,0.392388,0.351637
6881,24981.588,6.029319,0.632955,0.695173
6882,24987.944,1.903996,0.921298,0.924371
6883,24994.303,4.061857,0.132987,0.126779
6884,25007.020,5.775453,0.237755,0.290987
6885,25016.573,5.521587,0.368758,0.405183
6886,25019.784,1.523196,0.380064,0.349603
6887,25022.964,2.411728,0.827083,0.792735
6888,25029.338,3.300259,0.204017,0.206096
6889,25045.298,5.965853,0.708603,0.720258
6890,25048.476,1.332797,0.391462,0.421284
6891,25061.289,5.648520,0.119761,0.114129
6892,25064.435,5.394654,0.088126,0.082777
6893,25067.615,1.078931,0.350208,0.319044
6894,25083.495,1.713596,0.905848,0.924699
6895,25086.658,5.077321,0.135322,0.148014
6896,25089.854,3.109859,0.742580,0.687836
6897,25093.032,2.157862,0.799228,0.809474
6898,25096.195,4.950388,0.116624,0.113281
6899,25105.812,0.634665,0.826699,0.826204
6900,25124.985,1.586663,0.140880,0.126717
6901,25137.699,1.396263,0.859716,0.830908
6902,25140.910,6.283185,0.884656,0.886748
6903,25144.106,0.317333,0.905947,0.908491
6904,25150.464,5.585054,0.248619,0.275468
6905,25153.643,0.888531,0.857084,0.838017
6906,25160.001,3.998391,0.431083,0.413846
6907,25163.165,2.094395,0.901264,0.896060
6908,25166.359,4.569589,0.096429,0.094958
6909,25172.750,3.236792,0.604077,0.570746
6910,25175.929,0.380799,0.157269,0.177003
6911,25185.514,5.838920,0.876864,0.845754
6912,25191.904,5.140788,0.425208,0.470823
6913,25201.538,0.253866,0.902564,0.891532
6914,25204.750,1.269330,0.703152,0.741730
6915,25207.913,0.825065,0.152413,0.196231
6916,25217.466,3.554125,0.089721,0.092991
6917,25223.840,0.190400,0.080453,0.078002
6918,25243.011,2.602127,0.409889,0.373865
6919,25252.532,2.221328,0.737774,0.681090
6920,25255.711,4.125324,0.570533,0.597645
6921,25265.281,0.126933,0.433885,0.488011
6922,25274.884,0.951998,0.345353,0.368093
6923,25278.078,1.840529,0.897187,0.859664
6924,25284.469,3.363725,0.096912,0.092709
6925,25287.631,4.442656,0.910371,0.892607
6926,25300.380,2.855993,0.498109,0.441742
6927,25303.559,1.777063,0.112257,0.091645
6928,25306.738,4.506123,0.834823,0.822487
6929,25313.128,0.507732,0.617641,0.638531
6930,25325.846,1.459730,0.577852,0.608275
6931,25329.024,6.219719,0.835773,0.785426
6932,25348.116,3.617592,0.806106,0.769822
6933,25351.279,2.348261,0.898841,0.887120
6934,25354.474,5.331188,0.341468,0.382644
6935,25357.653,3.427192,0.655303,0.667474
6936,25360.850,3.807991,0.373189,0.410621
6937,25364.060,2.538661,0.412098,0.442406
6938,25367.255,5.267721,0.910849,0.902462
6939,25370.434,2.284795,0.884199,0.852086
6940,25373.631,0.063467,0.671671,0.706581
6941,25380.003,3.490659,0.482370,0.529924
6942,25389.493,4.188790,0.293006,0.263705
6943,25395.867,2.475194,0.593199,0.640877
6944,25408.584,4.633056,0.165683,0.141798
6945,25414.957,5.204254,0.173519,0.161912
6946,25418.136,4.886922,0.089441,0.080903
6947,25427.769,3.871458,0.498026,0.532684
6948,25430.965,4.823455,0.092668,0.087263
6949,25437.371,3.744525,0.823582,0.794827
6950,25443.715,0.444266,0.725654,0.696866
6951,25456.478,1.142397,0.813171,0.780607
6952,25466.048,4.252257,0.865778,0.887970
6953,25469.227,2.792527,0.087433,0.075816
6954,25472.391,0.571199,0.135409,0.152915
6955,25475.585,6.156252,0.831802,0.855764
6956,25478.781,3.934924,0.169833,0.193386
6957,25481.991,6.092786,0.795308,0.766453
6958,25485.186,0.761598,0.897734,0.872842
6959,25488.350,1.967462,0.883694,0.839637
6960,25494.724,3.173326,0.586682,0.647280
6961,25501.130,5.458121,0.765456,0.730737
6962,25504.310,3.046393,0.896059,0.894604
6963,25517.089,2.982926,0.876566,0.852341
6964,25529.918,3.681058,0.718222,0.749769
6965,25536.276,1.205864,0.233807,0.207517
6966,25545.909,4.759989,0.842447,0.820249
6967,25549.073,5.902386,0.292006,0.319596
6968,25558.611,1.015464,0.747144,0.706444
6969,25571.375,2.729060,0.077387,0.077127
6970,25581.041,4.696522,0.924334,0.919574
6971,25584.220,2.665594,0.760804,0.793341
6972,25590.609,5.394654,0.624049,0.583003
6973,25603.311,4.442656,0.240894,0.264859
6974,25606.489,0.888531,0.112709,0.135470
6975,25612.847,2.729060,0.070266,0.083478
6976,25619.222,1.777063,0.085663,0.085618
6977,25622.400,3.173326,0.282975,0.329000
6978,25625.564,4.823455,0.397417,0.456295
6979,25638.315,6.219719,0.645208,0.611164
6980,25647.866,2.284795,0.889780,0.850126
6981,25657.451,0.507732,0.352044,0.416428
6982,25670.199,4.950388,0.898585,0.898692
6983,25673.411,2.157862,0.887334,0.892206
6984,25676.591,4.061857,0.902778,0.895901
6985,25695.681,3.681058,0.414550,0.448086
6986,25702.055,0.380799,0.911797,0.893413
6987,25705.266,0.126933,0.895135,0.866152
6988,25708.445,3.109859,0.134943,0.122598
6989,25727.492,4.759989,0.790627,0.746668
6990,25730.667,1.396263,0.079336,0.074119
6991,25740.252,3.998391,0.871913,0.856399
6992,25743.432,5.077321,0.793159,0.830991
6993,25746.594,2.411728,0.926481,0.923385
6994,25749.806,5.013855,0.095366,0.109427
6995,25752.985,2.855993,0.890175,0.885614
6996,25756.180,0.063467,0.169913,0.202343
6997,25762.543,2.982926,0.254150,0.295050
6998,25768.928,2.602127,0.485604,0.511981
6999,25772.108,2.094395,0.093770,0.087018
7000,25781.629,4.188790,0.757845,0.801113
7001,25784.776,5.775453,0.848459,0.837304
7002,25787.957,0.698132,0.118911,0.144469
7003,25791.166,4.315723,0.756558,0.696511
7004,25797.556,1.903996,0.909540,0.899757
7005,25807.111,4.379190,0.879307,0.846106
7006,25835.754,0.571199,0.684530,0.632206
7007,25838.921,3.300259,0.093631,0.088996
7008,25845.291,2.030929,0.503172,0.528573
7009,25848.470,4.252257,0.118357,0.137921
7010,25864.398,5.902386,0.698515,0.651389
7011,25867.578,5.267721,0.091620,0.085335
7012,25870.756,2.475194,0.902415,0.903615
7013,25880.262,6.092786,0.688370,0.721885
7014,25886.653,6.029319,0.340627,0.388729
7015,25892.996,5.521587,0.377242,0.430139
7016,25899.355,1.015464,0.717565,0.772383
7017,25905.729,5.585054,0.732056,0.688077
7018,25908.938,3.046393,0.606817,0.655913
7019,25915.376,2.665594,0.898108,0.882107
7020,25918.571,1.967462,0.172932,0.213957
